gameweek,season_progress,home_recent_gw_ppg,home_recent_gw_goals,home_recent_gw_conceded,home_recent_gw_wins,home_recent_gw_draws,home_recent_gw_losses,home_recent_gw_win_rate,home_avg_goals_scored_l5,home_avg_goals_conceded_l5,home_ppg_l5,home_win_rate_l5,home_avg_goals_scored_l10,home_avg_goals_conceded_l10,home_ppg_l10,home_win_rate_l10,home_avg_goals_scored_l20,home_avg_goals_conceded_l20,home_ppg_l20,home_win_rate_l20,home_momentum,home_league_position,home_league_points,home_goal_difference,home_position_strength,home_prev_gw_result,home_prev_gw_goals,home_prev_gw_conceded,home_days_since_last_match,home_availability_rate,home_key_players_out,home_squad_depth,home_top_scorer_available,home_goalkeeper_available,home_defenders_available,home_midfielders_available,away_recent_gw_ppg,away_recent_gw_goals,away_recent_gw_conceded,away_recent_gw_wins,away_recent_gw_draws,away_recent_gw_losses,away_recent_gw_win_rate,away_avg_goals_scored_l5,away_avg_goals_conceded_l5,away_ppg_l5,away_win_rate_l5,away_avg_goals_scored_l10,away_avg_goals_conceded_l10,away_ppg_l10,away_win_rate_l10,away_avg_goals_scored_l20,away_avg_goals_conceded_l20,away_ppg_l20,away_win_rate_l20,away_momentum,away_league_position,away_league_points,away_goal_difference,away_position_strength,away_prev_gw_result,away_prev_gw_goals,away_prev_gw_conceded,away_days_since_last_match,away_availability_rate,away_key_players_out,away_squad_depth,away_top_scorer_available,away_goalkeeper_available,away_defenders_available,away_midfielders_available,form_differential_l5,attack_differential_l5,defense_differential_l5,availability_differential,rest_differential,position_differential,points_differential,gd_differential,momentum_differential,key_players_differential,h2h_matches,h2h_home_avg_goals,h2h_away_avg_goals,home_score,away_score,outcome,match_date
2,0.2894736842105263,1.1,1.4,1.9,3,2,5,0.3,1.6,1.6,1.4,0.4,1.4,1.9,1.1,0.3,1.8,1.7,1.55,0.45,0.2999999999999998,15,67,13,0.0,0,1,1,4,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.7,1.0,1.3,5,2,3,0.5,0.8,1.2,1.4,0.4,1.0,1.3,1.7,0.5,0.8,1.45,1.1,0.25,-0.30000000000000004,5,48,-14,1.0,-1,0,3,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.0,0.8,-0.40000000000000013,0.0,-3,-10,19,27,0.5999999999999999,0.0,2,2.0,1.5,4,0,2,2024-08-24 14:00:00+00:00
2,0.42105263157894735,1.5,1.8,2.0,4,3,3,0.4,1.4,2.4,1.0,0.2,1.8,2.0,1.5,0.4,1.9,1.85,1.6,0.45,-0.5,17,71,16,0.0,1,2,1,7,100.0,0.0,4.0,1.0,1.0,0.8,0.8,2.7,2.3,0.5,9,0,1,0.9,2.2,0.6,3.0,1.0,2.3,0.5,2.7,0.9,2.85,0.55,2.6,0.85,0.2999999999999998,2,92,64,1.0,1,2,0,7,59.279903926766806,3.0,6.0,1.0,1.0,0.8,0.8,-2.0,-0.8000000000000003,-1.7999999999999998,40.720096073233194,0,-15,-21,-48,-0.7999999999999998,3.0,2,1.5,0.0,0,2,0,2024-08-24 16:30:00+00:00
2,0.4473684210526316,1.1,1.2,1.5,3,2,5,0.3,1.2,1.6,0.8,0.2,1.2,1.5,1.1,0.3,1.35,1.65,1.2,0.3,-0.30000000000000004,3,49,-13,1.0,0,1,1,7,86.58238773648536,2.0,5.0,1.0,1.0,0.8,0.8,2.0,2.3,1.1,6,2,2,0.6,2.4,1.4,2.0,0.6,2.3,1.1,2.0,0.6,2.45,1.85,1.7,0.5,0.0,7,63,24,0.5,1,1,0,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-1.2,-1.2,-0.20000000000000018,85.73238773648536,0,4,-14,-37,-0.30000000000000004,-1.15,2,2.0,1.0,1,1,1,2024-08-25 13:00:00+00:00
2,0.4473684210526316,0.5,0.8,2.1,1,2,7,0.1,0.8,2.6,0.6,0.2,0.8,2.1,0.5,0.1,1.15,1.8,1.05,0.3,0.09999999999999998,13,46,-17,0.5,-1,0,2,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.0,2.4,1.5,6,2,2,0.6,2.4,1.2,2.4,0.8,2.4,1.5,2.0,0.6,2.3,1.8,1.9,0.55,0.3999999999999999,9,63,12,0.5,-1,0,2,6,100.0,0.0,6.0,1.0,1.0,0.8,0.8,-1.7999999999999998,-1.5999999999999999,-1.4000000000000001,-99.15,1,-4,-17,-29,-0.29999999999999993,-0.85,2,3.0,1.5,2,6,0,2024-08-25 13:00:00+00:00
2,0.5,1.8,2.1,1.4,5,3,2,0.5,2.6,1.4,2.2,0.6,2.1,1.4,1.8,0.5,2.45,1.25,2.15,0.65,0.40000000000000013,12,85,47,0.5,1,2,0,8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.6,1.7,1.2,4,4,2,0.4,1.2,1.4,1.4,0.4,1.7,1.2,1.6,0.4,1.6,1.75,1.15,0.3,-0.20000000000000018,8,42,-8,0.5,1,2,1,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.8000000000000003,1.4000000000000001,0.0,0.0,1,-4,43,55,0.6000000000000003,0.0,2,3.5,0.5,2,0,2,2024-08-25 15:30:00+00:00
3,0.5263157894736842,2.7,2.3,0.5,9,0,1,0.9,2.0,0.2,3.0,1.0,2.3,0.5,2.7,0.9,2.9,0.45,2.75,0.9,0.2999999999999998,2,95,66,1.0,1,2,0,6,59.279903926766806,3.0,6.0,1.0,1.0,0.8,0.8,1.1,0.9,1.7,3,2,5,0.3,1.4,1.2,1.4,0.4,0.9,1.7,1.1,0.3,1.1,1.5,1.15,0.3,0.2999999999999998,4,54,-3,1.0,1,2,1,7,79.90063559576589,2.0,7.0,1.0,1.0,0.8,0.8,1.6,0.6000000000000001,1.0,-20.620731668999085,-1,2,41,69,0.0,-1.0,2,2.5,0.0,1,1,1,2024-08-31 11:30:00+00:00
3,0.5526315789473685,1.4,1.5,1.6,4,2,4,0.4,1.8,1.2,2.0,0.6,1.5,1.6,1.4,0.4,1.35,1.65,1.0,0.25,0.6000000000000001,11,40,-17,0.5,1,1,0,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.4,0.9,2.6,1,1,8,0.1,0.8,3.6,0.0,0.0,0.9,2.6,0.4,0.1,1.1,2.1,0.9,0.25,-0.4,13,46,-21,0.5,-1,2,6,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.0,1.0,2.4000000000000004,0.0,1,2,-6,4,1.0,0.0,2,1.5,1.5,1,1,1,2024-08-31 14:00:00+00:00
3,0.5526315789473685,1.6,0.9,1.6,5,1,4,0.5,0.6,2.0,0.8,0.2,0.9,1.6,1.6,0.5,0.8,1.5,1.1,0.25,-0.8,5,48,-18,1.0,-1,0,4,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.9,1.2,1.6,2,3,5,0.2,0.8,1.8,0.4,0.0,1.2,1.6,0.9,0.2,1.4,1.5,1.25,0.3,-0.5,3,50,-13,1.0,0,1,1,6,86.58238773648536,2.0,5.0,1.0,1.0,0.8,0.8,0.4,-0.20000000000000007,-0.19999999999999996,-85.73238773648536,1,-2,-2,-5,-0.30000000000000004,1.15,2,2.0,1.0,2,3,0,2024-08-31 14:00:00+00:00
3,0.6842105263157895,1.1,1.4,2.2,3,2,5,0.3,1.4,2.2,1.2,0.4,1.4,2.2,1.1,0.3,1.5,2.3,1.05,0.25,0.09999999999999987,18,55,-13,0.0,1,2,0,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,3.0,3.5,0.6,10,0,0,1.0,3.0,0.4,3.0,1.0,3.5,0.6,3.0,1.0,2.7,0.6,2.7,0.85,0.0,16,97,67,0.0,1,4,1,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-1.8,-1.6,-1.8000000000000003,0.0,0,-2,-42,-80,0.09999999999999987,0.0,2,1.0,3.0,1,3,0,2024-08-31 16:30:00+00:00
3,0.7105263157894737,2.2,2.8,1.5,7,1,2,0.7,2.6,1.6,2.4,0.8,2.8,1.5,2.2,0.7,2.45,1.8,1.9,0.55,0.19999999999999973,9,66,16,0.5,1,6,2,6,100.0,0.0,6.0,1.0,1.0,0.8,0.8,1.9,2.4,1.2,6,1,3,0.6,2.6,1.0,1.8,0.6,2.4,1.2,1.9,0.6,1.8,1.65,1.4,0.4,-0.09999999999999987,19,49,-4,0.0,-1,0,2,7,100.0,0.0,9.0,1.0,1.0,0.8,0.8,0.5999999999999999,0.0,-0.6000000000000001,0.0,-1,10,17,20,0.2999999999999996,0.0,2,2.5,1.0,1,1,1,2024-09-01 12:30:00+00:00
3,0.7105263157894737,2.0,2.3,1.1,6,2,2,0.6,1.8,1.4,1.6,0.4,2.3,1.1,2.0,0.6,2.4,1.7,1.75,0.5,-0.3999999999999999,7,64,24,0.5,0,1,1,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.3,1.7,1.8,4,1,5,0.4,2.0,0.8,2.0,0.6,1.7,1.8,1.3,0.4,1.85,1.65,1.55,0.45,0.7,15,70,17,0.0,1,4,0,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.3999999999999999,-0.19999999999999996,-0.5999999999999999,0.0,-1,8,-6,7,-1.0999999999999999,0.0,2,2.5,2.0,2,1,2,2024-09-01 12:30:00+00:00
3,0.7631578947368421,1.5,1.6,1.6,4,3,3,0.4,1.4,1.0,1.8,0.6,1.6,1.6,1.5,0.4,1.85,1.65,1.6,0.45,0.30000000000000004,10,63,-1,0.5,-1,1,2,8,72.93818660613744,2.0,7.0,1.0,1.0,0.8,0.8,1.8,2.0,1.3,5,3,2,0.5,2.6,1.0,2.6,0.8,2.0,1.3,1.8,0.5,2.35,1.15,2.15,0.65,0.8,12,88,49,0.5,1,2,0,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.8,-1.2000000000000002,0.0,72.08818660613744,2,2,-25,-50,-0.5,-1.15,2,1.0,1.0,0,3,0,2024-09-01 15:00:00+00:00
4,0.8157894736842105,1.2,1.1,1.4,3,3,4,0.3,1.4,1.8,1.4,0.4,1.1,1.4,1.2,0.3,1.5,1.4,1.35,0.35,0.19999999999999996,14,51,-6,0.5,0,1,1,14,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.0,1.4,2.4,3,1,6,0.3,1.6,1.8,1.2,0.4,1.4,2.4,1.0,0.3,1.45,2.35,1.0,0.25,0.19999999999999996,18,55,-15,0.0,-1,1,3,13,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.19999999999999996,-0.20000000000000018,0.0,0.0,1,4,-4,9,0.0,0.0,2,3.5,0.0,1,1,1,2024-09-14 14:00:00+00:00
4,0.8157894736842105,2.0,2.1,1.1,6,2,2,0.6,2.4,0.6,2.6,0.8,2.1,1.1,2.0,0.6,2.3,1.15,2.15,0.65,0.6000000000000001,12,91,52,0.5,1,3,0,12,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.2,1.3,1.6,3,3,4,0.3,1.4,1.2,1.6,0.4,1.3,1.6,1.2,0.3,1.3,1.55,1.05,0.25,0.40000000000000013,11,41,-17,0.5,0,1,1,14,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.0,1.0,0.6,0.0,-2,-1,50,69,0.19999999999999996,0.0,2,2.0,0.0,0,1,0,2024-09-14 14:00:00+00:00
4,0.8157894736842105,3.0,3.4,0.5,10,0,0,1.0,2.8,0.6,3.0,1.0,3.4,0.5,3.0,1.0,2.7,0.6,2.7,0.85,0.0,16,100,69,0.0,1,3,1,13,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.7,1.9,1.4,5,2,3,0.5,1.8,1.8,1.8,0.6,1.9,1.4,1.7,0.5,1.5,1.65,1.15,0.3,0.10000000000000009,8,45,-8,0.5,1,3,1,14,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.2,0.9999999999999998,1.2000000000000002,0.0,-1,-8,55,77,-0.10000000000000009,0.0,2,2.0,0.5,2,1,2,2024-09-14 14:00:00+00:00
4,0.9473684210526315,1.5,1.7,1.9,4,3,3,0.4,1.4,2.4,1.4,0.4,1.7,1.9,1.5,0.4,1.85,1.9,1.55,0.45,-0.10000000000000009,17,74,15,0.0,1,2,1,14,100.0,0.0,4.0,1.0,1.0,0.8,0.8,1.3,1.0,1.9,4,1,5,0.4,0.8,2.4,0.6,0.2,1.0,1.9,1.3,0.4,0.9,1.65,1.05,0.25,-0.7000000000000001,5,48,-19,1.0,-1,2,3,14,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.7999999999999999,0.5999999999999999,0.0,99.15,0,-12,26,34,0.6,0.85,2,2.0,0.0,3,2,2,2024-09-14 16:30:00+00:00
4,0.9736842105263158,1.2,1.4,1.6,3,3,4,0.3,1.4,1.6,1.0,0.2,1.4,1.6,1.2,0.3,1.5,1.55,1.35,0.35,-0.19999999999999996,3,53,-12,1.0,1,3,2,14,86.58238773648536,2.0,5.0,1.0,1.0,0.8,0.8,2.0,2.3,1.6,6,2,2,0.6,2.2,1.4,2.0,0.6,2.3,1.6,2.0,0.6,2.45,1.85,1.8,0.5,0.0,9,67,16,0.5,0,1,1,13,100.0,0.0,6.0,1.0,1.0,0.8,0.8,-1.0,-0.8000000000000003,-0.20000000000000018,-13.417612263514641,1,6,-14,-28,-0.19999999999999996,-2.0,2,0.5,1.0,0,1,0,2024-09-14 19:00:00+00:00
4,1.0,1.0,1.5,1.9,3,1,6,0.3,1.8,1.0,1.4,0.4,1.5,1.9,1.0,0.3,1.8,1.65,1.5,0.45,0.3999999999999999,15,70,16,0.0,-1,1,2,14,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.5,2.1,0.6,8,1,1,0.8,1.6,0.4,2.6,0.8,2.1,0.6,2.5,0.8,2.7,0.5,2.65,0.85,0.10000000000000009,2,96,66,1.0,0,1,1,15,59.279903926766806,3.0,6.0,1.0,1.0,0.8,0.8,-1.2000000000000002,0.19999999999999996,-0.6,-58.429903926766805,-1,-13,-26,-50,0.2999999999999998,2.15,2,2.0,2.5,0,1,0,2024-09-15 13:00:00+00:00
4,1.0263157894736843,0.5,0.9,2.5,1,2,7,0.1,0.8,2.8,0.2,0.0,0.9,2.5,0.5,0.1,1.15,2.15,0.9,0.25,-0.3,13,47,-21,0.5,0,1,1,15,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.0,2.4,1.2,6,2,2,0.6,2.0,1.4,2.0,0.6,2.4,1.2,2.0,0.6,2.4,1.6,1.9,0.55,0.0,7,67,25,0.5,1,2,1,14,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-1.8,-1.2,-1.4,0.0,1,-6,-20,-46,-0.3,0.0,2,1.0,2.5,1,2,0,2024-09-15 15:30:00+00:00
5,1.0526315789473684,0.8,1.3,2.4,2,2,6,0.2,1.2,1.8,0.8,0.2,1.3,2.4,0.8,0.2,1.45,2.35,1.0,0.25,0.0,18,56,-15,0.0,0,1,1,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.3,2.4,1.1,7,2,1,0.7,2.0,1.2,2.0,0.6,2.4,1.1,2.3,0.7,2.45,1.65,1.95,0.55,-0.2999999999999998,9,70,17,0.5,1,1,0,6,100.0,0.0,6.0,1.0,1.0,0.8,0.8,-1.2,-0.8,-0.6000000000000001,-99.15,0,-9,-14,-32,0.2999999999999998,-0.85,2,1.5,3.0,0,3,0,2024-09-21 11:30:00+00:00
5,1.0789473684210527,1.7,1.7,1.8,5,2,3,0.5,1.4,2.2,1.8,0.6,1.7,1.8,1.7,0.5,1.95,1.85,1.7,0.5,0.10000000000000009,17,77,16,0.0,1,3,2,6,100.0,0.0,4.0,1.0,1.0,0.8,0.8,0.4,0.8,2.5,1,1,8,0.1,0.8,2.6,0.2,0.0,0.8,2.5,0.4,0.1,1.05,2.05,0.9,0.25,-0.2,13,47,-22,0.5,-1,1,2,5,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.6,0.5999999999999999,0.3999999999999999,99.15,1,-4,30,38,0.3000000000000001,0.85,2,1.5,0.5,3,1,2,2024-09-21 14:00:00+00:00
5,1.0789473684210527,1.3,1.2,1.4,3,4,3,0.3,1.6,1.2,1.6,0.4,1.2,1.4,1.3,0.3,1.55,1.45,1.35,0.35,0.30000000000000004,14,52,-6,0.5,0,1,1,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.0,2.2,1.3,6,2,2,0.6,2.0,1.0,2.6,0.8,2.2,1.3,2.0,0.6,2.35,1.6,1.9,0.55,0.6000000000000001,7,70,26,0.5,1,2,1,5,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-1.0,-0.3999999999999999,-0.19999999999999996,0.0,2,-7,-18,-32,-0.30000000000000004,0.0,2,0.0,2.0,3,1,2,2024-09-21 14:00:00+00:00
5,1.0789473684210527,2.0,2.1,1.1,6,2,2,0.6,1.8,0.2,2.4,0.8,2.1,1.1,2.0,0.6,2.1,1.15,2.0,0.6,0.3999999999999999,12,91,51,0.5,-1,0,1,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.1,1.2,1.5,3,2,5,0.3,1.2,1.4,1.0,0.2,1.2,1.5,1.1,0.3,1.45,1.55,1.3,0.35,-0.10000000000000009,3,53,-13,1.0,-1,0,1,6,86.58238773648536,2.0,5.0,1.0,1.0,0.8,0.8,1.4,0.6000000000000001,1.2,-85.73238773648536,1,-9,38,64,0.5,1.15,2,3.5,0.5,3,0,2,2024-09-21 14:00:00+00:00
5,1.0789473684210527,1.0,1.5,1.6,3,1,6,0.3,1.8,0.8,1.4,0.4,1.5,1.6,1.0,0.3,1.65,1.6,1.35,0.4,0.3999999999999999,15,70,15,0.0,-1,0,1,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.6,1.7,1.3,5,1,4,0.5,1.6,2.0,1.2,0.4,1.7,1.3,1.6,0.5,1.5,1.6,1.15,0.3,-0.40000000000000013,8,45,-9,0.5,-1,1,2,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.19999999999999996,0.19999999999999996,1.2,0.0,-1,-7,25,24,0.8,0.0,2,2.5,2.0,3,1,2,2024-09-21 14:00:00+00:00
5,1.236842105263158,1.8,2.4,1.1,5,3,2,0.5,1.8,1.4,1.0,0.2,2.4,1.1,1.8,0.5,1.8,1.45,1.35,0.35,-0.8,19,51,-4,0.0,0,2,2,7,100.0,0.0,9.0,1.0,1.0,0.8,0.8,1.6,1.5,1.5,5,1,4,0.5,1.4,1.0,1.8,0.6,1.5,1.5,1.6,0.5,1.7,1.55,1.55,0.45,0.19999999999999996,10,66,-1,0.5,1,3,0,7,72.93818660613744,2.0,7.0,1.0,1.0,0.8,0.8,-0.8,0.40000000000000013,-0.3999999999999999,27.061813393862565,0,-9,-15,-3,-1.0,2.0,2,2.5,0.0,0,0,1,2024-09-21 16:30:00+00:00
5,1.263157894736842,1.2,0.9,1.4,3,3,4,0.3,1.2,0.8,1.6,0.4,0.9,1.4,1.2,0.3,1.15,1.35,1.2,0.3,0.40000000000000013,4,56,-3,1.0,0,0,0,7,79.90063559576589,2.0,7.0,1.0,1.0,0.8,0.8,1.5,1.3,1.3,4,3,3,0.4,1.2,0.6,2.2,0.6,1.3,1.3,1.5,0.4,1.3,1.45,1.2,0.3,0.7000000000000002,11,44,-16,0.5,1,1,0,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.6000000000000001,0.0,-0.20000000000000007,79.0506355957659,0,7,12,13,-0.30000000000000004,-1.15,2,2.0,1.0,2,2,1,2024-09-22 13:00:00+00:00
5,1.2894736842105263,3.0,3.1,0.5,10,0,0,1.0,2.8,0.8,3.0,1.0,3.1,0.5,3.0,1.0,2.65,0.6,2.7,0.85,0.0,16,103,70,0.0,1,2,1,8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.8,2.2,0.4,9,1,0,0.9,1.6,0.4,2.6,0.8,2.2,0.4,2.8,0.9,2.65,0.45,2.65,0.85,-0.19999999999999973,2,99,67,1.0,1,1,0,7,59.279903926766806,3.0,6.0,1.0,1.0,0.8,0.8,0.3999999999999999,1.1999999999999997,-0.4,-58.429903926766805,1,-14,4,3,0.19999999999999973,2.15,2,0.0,0.5,2,2,1,2024-09-22 15:30:00+00:00
6,1.3157894736842106,2.0,2.3,1.4,6,2,2,0.6,1.4,1.2,2.0,0.6,2.3,1.4,2.0,0.6,2.2,1.55,1.85,0.55,0.0,7,70,24,0.5,-1,1,3,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.8,2.9,0.7,9,1,0,0.9,2.6,1.0,2.6,0.8,2.9,0.7,2.8,0.9,2.65,0.7,2.6,0.8,-0.19999999999999973,16,104,70,0.0,0,2,2,5,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.6000000000000001,-1.2000000000000002,-0.19999999999999996,0.0,1,9,-34,-46,0.19999999999999973,0.0,2,1.0,2.0,1,1,1,2024-09-28 11:30:00+00:00
6,1.3421052631578947,1.5,1.3,1.3,4,3,3,0.4,1.2,0.8,1.8,0.4,1.3,1.3,1.5,0.4,1.35,1.5,1.2,0.3,0.30000000000000004,11,45,-16,0.5,0,2,2,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.3,1.3,1.5,3,4,3,0.3,1.4,1.0,1.6,0.4,1.3,1.5,1.3,0.3,1.6,1.4,1.45,0.4,0.30000000000000004,14,55,-4,0.5,1,3,1,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.19999999999999996,-0.19999999999999996,0.19999999999999996,0.0,-1,3,-10,-12,0.0,0.0,2,1.5,3.0,0,1,0,2024-09-28 14:00:00+00:00
6,1.3421052631578947,1.1,1.1,1.7,3,2,5,0.3,1.0,2.8,0.2,0.0,1.1,1.7,1.1,0.3,0.95,1.75,1.0,0.25,-0.9000000000000001,5,49,-20,1.0,0,1,1,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.6,1.9,0.9,4,4,2,0.4,0.8,1.4,0.6,0.0,1.9,0.9,1.6,0.4,1.75,1.25,1.4,0.35,-1.0,19,52,-4,0.0,0,0,0,6,100.0,0.0,9.0,1.0,1.0,0.8,0.8,-0.39999999999999997,0.19999999999999996,-1.4,-99.15,1,14,-3,-16,0.09999999999999987,-0.85,2,2.0,1.5,2,1,2,2024-09-28 14:00:00+00:00
6,1.3421052631578947,1.3,1.6,1.6,4,1,5,0.4,1.4,1.8,1.2,0.4,1.6,1.6,1.3,0.4,1.45,1.75,1.0,0.25,-0.10000000000000009,8,45,-11,0.5,-1,1,3,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.8,1.3,2.5,2,2,6,0.2,1.0,1.8,0.8,0.2,1.3,2.5,0.8,0.2,1.45,2.35,1.0,0.25,0.0,18,56,-18,0.0,-1,0,3,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.3999999999999999,0.3999999999999999,0.0,0.0,0,10,-11,7,-0.10000000000000009,0.0,2,2.5,3.0,1,1,1,2024-09-28 14:00:00+00:00
6,1.3421052631578947,2.6,2.2,0.6,8,2,0,0.8,1.6,0.6,2.2,0.6,2.2,0.6,2.6,0.8,2.6,0.5,2.55,0.8,-0.3999999999999999,2,100,67,1.0,0,2,2,5,59.279903926766806,3.0,6.0,1.0,1.0,0.8,0.8,0.6,1.2,1.6,0,3,2,0.0,1.2,1.6,0.6,0.0,1.2,1.6,0.6,0.0,1.2,1.6,0.6,0.0,0.0,22,3,-2,0.0,0,1,1,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.6,0.40000000000000013,1.0,58.429903926766805,-2,20,97,69,-0.3999999999999999,-2.15,0,0.0,0.0,4,2,2,2024-09-28 14:00:00+00:00
6,1.3421052631578947,2.5,2.5,0.9,8,1,1,0.8,2.2,1.0,2.0,0.6,2.5,0.9,2.5,0.8,2.5,1.45,2.1,0.6,-0.5,9,73,20,0.5,1,3,0,7,100.0,0.0,6.0,1.0,1.0,0.8,0.8,1.3,1.1,1.2,3,4,3,0.3,1.6,0.8,1.8,0.4,1.1,1.2,1.3,0.3,1.05,1.4,1.1,0.25,0.5,4,57,-3,1.0,0,2,2,6,79.90063559576589,2.0,7.0,1.0,1.0,0.8,0.8,0.19999999999999996,0.6000000000000001,-0.19999999999999996,20.09936440423411,1,-5,16,23,-1.0,2.0,2,2.5,1.5,4,2,2,2024-09-28 14:00:00+00:00
6,1.4736842105263157,0.4,0.9,2.6,1,1,8,0.1,1.0,2.8,0.2,0.0,0.9,2.6,0.4,0.1,0.9,2.1,0.75,0.2,-0.2,13,47,-24,0.5,-1,1,3,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.0,2.1,1.0,6,2,2,0.6,2.0,0.2,2.4,0.8,2.1,1.0,2.0,0.6,2.2,1.0,2.15,0.65,0.3999999999999999,12,94,54,0.5,1,3,0,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-2.1999999999999997,-1.0,-2.5999999999999996,0.0,0,-1,-47,-78,-0.5999999999999999,0.0,2,0.5,2.5,1,2,0,2024-09-28 16:30:00+00:00
6,1.5,0.6,0.6,1.6,0,3,2,0.0,0.6,1.6,0.6,0.0,0.6,1.6,0.6,0.0,0.6,1.6,0.6,0.0,0.0,21,3,-5,0.0,0,1,1,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.7,1.8,1.9,5,2,3,0.5,2.0,1.4,2.4,0.8,1.8,1.9,1.7,0.5,1.85,1.9,1.7,0.5,0.7,17,80,18,0.0,1,3,1,7,100.0,0.0,4.0,1.0,1.0,0.8,0.8,-1.7999999999999998,-1.4,-0.20000000000000018,-99.15,0,-4,-77,-23,-0.7,-0.85,0,0.0,0.0,2,2,1,2024-09-29 13:00:00+00:00
6,1.5263157894736843,1.4,1.1,1.3,4,2,4,0.4,1.0,1.0,1.4,0.4,1.1,1.3,1.4,0.4,1.55,1.55,1.45,0.4,0.0,10,67,-1,0.5,0,0,0,7,72.93818660613744,2.0,7.0,1.0,1.0,0.8,0.8,1.3,1.6,1.4,4,1,5,0.4,1.8,1.0,1.4,0.4,1.6,1.4,1.3,0.4,1.7,1.55,1.45,0.45,0.09999999999999987,15,73,17,0.0,1,3,1,8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.0,-0.8,0.0,72.08818660613744,-1,5,-6,-18,-0.09999999999999987,-1.15,2,1.0,2.0,0,3,0,2024-09-29 15:30:00+00:00
6,1.5526315789473684,1.1,1.1,1.5,3,2,5,0.3,1.0,1.6,1.0,0.2,1.1,1.5,1.1,0.3,1.4,1.55,1.3,0.35,-0.10000000000000009,3,53,-16,1.0,-1,0,3,9,86.58238773648536,2.0,5.0,1.0,1.0,0.8,0.8,0.2,0.4,1.8,0,1,4,0.0,0.4,1.8,0.2,0.0,0.4,1.8,0.2,0.0,0.4,1.8,0.2,0.0,0.0,23,1,-7,0.0,0,1,1,9,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.8,0.6,0.19999999999999996,85.73238773648536,0,20,52,-9,-0.10000000000000009,-1.15,0,0.0,0.0,3,1,2,2024-09-30 19:00:00+00:00
7,1.5789473684210527,1.3,1.8,1.1,3,4,3,0.3,0.8,1.4,0.6,0.0,1.8,1.1,1.3,0.3,1.75,1.2,1.4,0.35,-0.7000000000000001,19,52,-5,0.0,-1,1,2,6,100.0,0.0,9.0,1.0,1.0,0.8,0.8,2.3,2.3,0.9,7,2,1,0.7,2.0,0.4,2.4,0.8,2.3,0.9,2.3,0.7,2.15,1.0,2.15,0.65,0.10000000000000009,12,97,55,0.5,1,2,1,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-1.7999999999999998,-1.2,-0.9999999999999999,99.15,0,-7,-45,-60,-0.8000000000000002,0.85,2,1.0,1.0,0,1,0,2024-10-05 11:30:00+00:00
