gameweek,season_progress,home_recent_gw_ppg,home_recent_gw_goals,home_recent_gw_conceded,home_recent_gw_wins,home_recent_gw_draws,home_recent_gw_losses,home_recent_gw_win_rate,home_avg_goals_scored_l5,home_avg_goals_conceded_l5,home_ppg_l5,home_win_rate_l5,home_avg_goals_scored_l10,home_avg_goals_conceded_l10,home_ppg_l10,home_win_rate_l10,home_avg_goals_scored_l20,home_avg_goals_conceded_l20,home_ppg_l20,home_win_rate_l20,home_momentum,home_league_position,home_league_points,home_goal_difference,home_position_strength,home_prev_gw_result,home_prev_gw_goals,home_prev_gw_conceded,home_days_since_last_match,home_availability_rate,home_key_players_out,home_squad_depth,home_top_scorer_available,home_goalkeeper_available,home_defenders_available,home_midfielders_available,away_recent_gw_ppg,away_recent_gw_goals,away_recent_gw_conceded,away_recent_gw_wins,away_recent_gw_draws,away_recent_gw_losses,away_recent_gw_win_rate,away_avg_goals_scored_l5,away_avg_goals_conceded_l5,away_ppg_l5,away_win_rate_l5,away_avg_goals_scored_l10,away_avg_goals_conceded_l10,away_ppg_l10,away_win_rate_l10,away_avg_goals_scored_l20,away_avg_goals_conceded_l20,away_ppg_l20,away_win_rate_l20,away_momentum,away_league_position,away_league_points,away_goal_difference,away_position_strength,away_prev_gw_result,away_prev_gw_goals,away_prev_gw_conceded,away_days_since_last_match,away_availability_rate,away_key_players_out,away_squad_depth,away_top_scorer_available,away_goalkeeper_available,away_defenders_available,away_midfielders_available,form_differential_l5,attack_differential_l5,defense_differential_l5,availability_differential,rest_differential,position_differential,points_differential,gd_differential,momentum_differential,key_players_differential,h2h_matches,h2h_home_avg_goals,h2h_away_avg_goals,home_score,away_score,outcome,match_date
17,4.2368421052631575,1.4,2.1,2.0,4,2,4,0.4,1.8,2.8,0.8,0.2,2.1,2.0,1.4,0.4,1.625,1.625,1.1875,0.3125,-0.5999999999999999,9,19,0,0.5,-1,0,2,6,100.0,0.0,6.0,1.0,1.0,0.8,0.8,0.7,0.7,2.4,2,1,7,0.2,0.6,2.2,0.8,0.2,0.7,2.4,0.7,0.2,0.75,2.5625,0.5,0.125,0.10000000000000009,6,8,-29,1.0,1,1,0,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.0,1.2000000000000002,-0.5999999999999996,99.15,-1,-3,11,29,-0.7,0.85,0,0.0,0.0,2,0,2,2023-12-16 15:00:00+00:00
17,4.2368421052631575,1.5,2.2,1.5,4,3,3,0.4,2.0,2.0,1.2,0.2,2.2,1.5,1.5,0.4,2.375,1.125,2.0625,0.625,-0.30000000000000004,16,33,20,0.0,1,2,1,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.8,0.9,1.6,2,2,6,0.2,1.0,2.0,0.2,0.0,0.9,1.6,0.8,0.2,0.9375,1.4375,1.0,0.25,-0.6000000000000001,19,16,-8,0.0,-1,1,2,7,100.0,0.0,9.0,1.0,1.0,0.8,0.8,1.0,1.0,0.0,-99.15,-1,3,17,28,0.30000000000000004,-0.85,0,0.0,0.0,2,2,1,2023-12-16 15:00:00+00:00
17,4.2368421052631575,1.7,1.7,1.4,5,2,3,0.5,1.2,2.0,1.2,0.4,1.7,1.4,1.7,0.5,2.0625,1.3125,1.625,0.5,-0.5,7,26,12,0.5,-1,1,4,5,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.3,2.1,1.6,4,1,5,0.4,3.4,1.8,1.8,0.6,2.1,1.6,1.3,0.4,1.625,1.625,1.3125,0.375,0.5,14,21,0,0.5,1,5,0,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.6000000000000001,-2.2,-0.19999999999999996,0.0,-1,7,5,12,-1.0,0.0,0,0.0,0.0,3,0,2,2023-12-16 15:00:00+00:00
17,4.315789473684211,0.7,1.2,1.9,2,1,7,0.2,1.6,1.4,0.8,0.2,1.2,1.9,0.7,0.2,1.0,2.125,0.5,0.125,0.10000000000000009,1,8,-18,1.0,0,1,1,7,98.4479500818232,0.0,10.0,1.0,1.0,0.8,0.8,1.9,1.5,1.0,6,1,3,0.6,1.8,1.0,2.4,0.8,1.5,1.0,1.9,0.6,1.25,1.25,1.4375,0.4375,0.5,5,23,0,1.0,1,2,0,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-1.5999999999999999,-0.19999999999999996,-0.3999999999999999,97.5979500818232,1,4,-15,-18,-0.3999999999999999,0.85,0,0.0,0.0,0,2,0,2023-12-16 17:30:00+00:00
17,4.342105263157895,2.2,2.2,0.9,7,1,2,0.7,2.0,1.2,2.4,0.8,2.2,0.9,2.2,0.7,2.0625,0.9375,2.25,0.6875,0.19999999999999973,2,36,18,1.0,-1,0,1,7,59.279903926766806,3.0,6.0,1.0,1.0,0.8,0.8,1.1,1.5,2.0,2,5,3,0.2,1.8,1.6,1.6,0.4,1.5,2.0,1.1,0.2,2.0625,1.75,1.625,0.4375,0.5,4,26,5,1.0,0,1,1,7,79.90063559576589,2.0,7.0,1.0,1.0,0.8,0.8,0.7999999999999998,0.19999999999999996,0.40000000000000013,-20.620731668999085,0,2,10,13,-0.30000000000000027,-1.0,0,0.0,0.0,2,0,2,2023-12-17 14:00:00+00:00
17,4.342105263157895,1.3,1.4,1.3,4,1,5,0.4,0.8,1.6,0.6,0.2,1.4,1.3,1.3,0.4,1.4375,1.375,1.1875,0.3125,-0.7000000000000001,8,19,1,0.5,-1,0,1,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.3,2.3,1.0,7,2,1,0.7,1.8,0.8,2.6,0.8,2.3,1.0,2.3,0.7,2.1875,1.25,2.1875,0.6875,0.30000000000000027,17,35,15,0.0,1,1,0,7,100.0,0.0,4.0,1.0,1.0,0.8,0.8,-2.0,-1.0,-0.8,-99.15,0,9,-16,-14,-1.0000000000000004,-0.85,0,0.0,0.0,1,2,0,2023-12-17 14:00:00+00:00
17,4.342105263157895,1.4,1.5,2.0,4,2,4,0.4,1.6,2.0,2.0,0.6,1.5,2.0,1.4,0.4,1.625,1.875,1.5,0.4375,0.6000000000000001,18,24,-4,0.0,-1,0,5,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.5,1.5,1.4,4,3,3,0.4,1.4,1.4,1.4,0.4,1.5,1.4,1.5,0.4,1.3125,1.625,1.1875,0.3125,-0.10000000000000009,13,19,-5,0.5,0,1,1,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.6000000000000001,0.20000000000000018,-0.6000000000000001,0.0,0,-5,5,1,0.7000000000000002,0.0,0,0.0,0.0,3,0,2,2023-12-17 14:00:00+00:00
17,4.421052631578948,2.1,2.1,1.0,6,3,1,0.6,2.4,1.0,2.6,0.8,2.1,1.0,2.1,0.6,2.25,0.9375,2.3125,0.6875,0.5,12,37,21,0.5,1,2,1,8,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.8,1.1,1.1,6,0,4,0.6,1.2,1.0,1.8,0.6,1.1,1.1,1.8,0.6,1.125,1.3125,1.6875,0.5625,0.0,10,27,-3,0.5,-1,0,3,8,72.93818660613744,2.0,7.0,1.0,1.0,0.8,0.8,0.8,1.2,0.0,-72.08818660613744,0,-2,10,24,0.5,1.15,0,0.0,0.0,0,0,1,2023-12-17 16:30:00+00:00
18,4.447368421052632,0.6,1.0,1.8,1,3,6,0.1,1.0,1.8,0.4,0.0,1.0,1.8,0.6,0.1,1.0,1.4705882352941178,1.0,0.23529411764705882,-0.19999999999999996,19,17,-8,0.0,0,2,2,5,100.0,0.0,9.0,1.0,1.0,0.8,0.8,1.1,1.4,1.6,2,5,3,0.2,1.6,1.8,1.4,0.4,1.4,1.6,1.1,0.2,1.9411764705882353,1.7647058823529411,1.5294117647058822,0.4117647058823529,0.2999999999999998,4,26,3,1.0,-1,0,2,4,79.90063559576589,2.0,7.0,1.0,1.0,0.8,0.8,-0.9999999999999999,-0.6000000000000001,0.0,20.09936440423411,1,-15,-9,-11,-0.4999999999999998,2.0,0,0.0,0.0,1,1,1,2023-12-21 20:00:00+00:00
18,4.473684210526316,2.3,1.9,1.0,7,2,1,0.7,1.6,0.8,2.6,0.8,1.9,1.0,2.3,0.7,2.176470588235294,1.2352941176470589,2.235294117647059,0.7058823529411765,0.30000000000000027,17,38,16,0.0,1,2,1,5,100.0,0.0,4.0,1.0,1.0,0.8,0.8,0.7,0.7,2.4,2,1,7,0.2,0.4,2.4,0.6,0.2,0.7,2.4,0.7,0.2,0.7058823529411765,2.5294117647058822,0.47058823529411764,0.11764705882352941,-0.09999999999999998,6,8,-31,1.0,-1,0,2,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.0,1.2000000000000002,1.5999999999999999,99.15,-1,-11,30,47,0.40000000000000024,0.85,0,0.0,0.0,1,1,1,2023-12-22 20:00:00+00:00
18,4.5,1.4,1.6,2.0,4,2,4,0.4,1.6,1.6,2.0,0.6,1.6,2.0,1.4,0.4,1.7058823529411764,1.7647058823529411,1.588235294117647,0.47058823529411764,0.6000000000000001,18,27,-1,0.0,1,3,0,5,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.9,1.1,1.0,6,1,3,0.6,1.0,1.0,1.4,0.4,1.1,1.0,1.9,0.6,1.0588235294117647,1.2352941176470589,1.6470588235294117,0.5294117647058824,-0.5,10,28,-3,0.5,0,0,0,5,72.93818660613744,2.0,7.0,1.0,1.0,0.8,0.8,0.6000000000000001,0.6000000000000001,-0.6000000000000001,-72.08818660613744,0,-8,-1,2,1.1,1.15,0,0.0,0.0,2,0,2,2023-12-23 12:30:00+00:00
18,4.526315789473684,1.6,1.8,1.5,5,1,4,0.5,2.2,1.6,1.4,0.4,1.8,1.5,1.6,0.5,2.0588235294117645,1.3529411764705883,1.9411764705882353,0.5882352941176471,-0.20000000000000018,15,33,12,0.0,1,2,0,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.2,1.6,0.8,7,1,2,0.7,1.6,0.6,2.4,0.8,1.6,0.8,2.2,0.7,1.2941176470588236,1.1764705882352942,1.5294117647058822,0.47058823529411764,0.19999999999999973,5,26,2,1.0,1,2,0,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-1.0,0.6000000000000001,-1.0,0.0,1,-10,7,10,-0.3999999999999999,0.0,0,0.0,0.0,2,1,2,2023-12-23 15:00:00+00:00
18,4.526315789473684,0.6,0.9,2.0,1,3,6,0.1,0.6,2.4,0.2,0.0,0.9,2.0,0.6,0.1,1.0,1.7647058823529411,0.8235294117647058,0.17647058823529413,-0.39999999999999997,11,14,-13,0.5,-1,0,2,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.6,1.6,1.9,5,1,4,0.5,2.4,0.6,2.6,0.8,1.6,1.9,1.6,0.5,1.3125,1.875,1.1875,0.3125,1.0,3,19,-9,1.0,1,3,0,14,86.58238773648536,2.0,5.0,1.0,1.0,0.8,0.8,-2.4,-1.7999999999999998,-1.7999999999999998,-85.73238773648536,-7,-8,-5,-4,-1.4,1.15,0,0.0,0.0,2,3,0,2023-12-23 15:00:00+00:00
18,4.526315789473684,0.5,1.2,2.0,1,2,7,0.1,1.4,2.2,0.6,0.2,1.2,2.0,0.5,0.1,1.0625,2.0,0.5625,0.125,0.09999999999999998,20,9,-15,0.0,-1,1,2,13,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.7,1.8,1.4,5,2,3,0.5,1.8,1.6,1.8,0.6,1.8,1.4,1.7,0.5,2.1176470588235294,1.2352941176470589,1.7058823529411764,0.5294117647058824,0.10000000000000009,7,29,15,0.5,1,3,0,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-1.2000000000000002,-0.40000000000000013,-0.6000000000000001,0.0,6,-13,-20,-30,-1.1102230246251565e-16,0.0,0,0.0,0.0,1,0,2,2023-12-23 15:00:00+00:00
18,4.526315789473684,1.3,2.1,1.7,4,1,5,0.4,3.2,1.8,1.8,0.6,2.1,1.7,1.3,0.4,1.5294117647058822,1.7058823529411764,1.2352941176470589,0.35294117647058826,0.5,14,21,-3,0.5,-1,0,3,7,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.4,1.0,2.0,1,1,8,0.1,1.4,1.2,0.8,0.2,1.0,2.0,0.4,0.1,0.9411764705882353,2.1176470588235294,0.47058823529411764,0.11764705882352941,0.4,1,8,-20,1.0,-1,0,2,6,98.4479500818232,0.0,10.0,1.0,1.0,0.8,0.8,1.0,1.8000000000000003,-0.6000000000000001,-97.5979500818232,1,-13,13,17,0.09999999999999998,-0.85,0,0.0,0.0,0,2,0,2023-12-23 15:00:00+00:00
18,4.631578947368421,2.2,2.0,0.8,6,4,0,0.6,1.8,1.0,2.2,0.6,2.0,0.8,2.2,0.6,2.1176470588235294,0.8823529411764706,2.235294117647059,0.6470588235294118,0.0,12,38,21,0.5,0,0,0,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.2,2.0,0.9,7,1,2,0.7,1.8,1.0,2.4,0.8,2.0,0.9,2.2,0.7,2.0588235294117645,0.8823529411764706,2.2941176470588234,0.7058823529411765,0.19999999999999973,2,39,20,1.0,1,2,0,6,59.279903926766806,3.0,6.0,1.0,1.0,0.8,0.8,-0.19999999999999973,0.0,0.0,-58.429903926766805,0,-10,-1,1,-0.19999999999999973,2.15,0,0.0,0.0,1,1,1,2023-12-23 17:30:00+00:00
18,4.657894736842105,1.2,1.3,1.6,3,3,4,0.3,1.0,1.8,0.8,0.2,1.3,1.6,1.2,0.3,1.2352941176470589,1.7058823529411764,1.1176470588235294,0.29411764705882354,-0.3999999999999999,13,19,-8,0.5,-1,0,3,6,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.4,2.1,2.0,4,2,4,0.4,1.4,2.0,1.2,0.4,2.1,2.0,1.4,0.4,1.6470588235294117,1.5294117647058822,1.2941176470588236,0.35294117647058826,-0.19999999999999996,9,22,2,0.5,1,2,0,7,100.0,0.0,6.0,1.0,1.0,0.8,0.8,-0.3999999999999999,-0.3999999999999999,0.19999999999999996,-99.15,-1,-4,-3,-10,-0.19999999999999996,-0.85,0,0.0,0.0,2,1,2,2023-12-24 13:00:00+00:00
19,4.684210526315789,1.6,1.6,1.3,5,1,4,0.5,1.0,1.6,1.2,0.4,1.6,1.3,1.6,0.5,2.0,1.2222222222222223,1.6111111111111112,0.5,-0.40000000000000013,7,29,14,0.5,-1,0,1,2,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.5,1.1,2.3,1,2,7,0.1,0.6,2.4,0.2,0.0,1.1,2.3,0.5,0.1,1.0555555555555556,1.8333333333333333,0.7777777777777778,0.16666666666666666,-0.3,11,14,-14,0.5,-1,2,3,2,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.0,0.4,0.7999999999999998,0.0,0,4,15,28,-0.10000000000000014,0.0,0,0.0,0.0,1,3,0,2023-12-26 12:30:00+00:00
19,4.7105263157894735,1.9,1.9,1.7,6,1,3,0.6,2.6,1.0,2.6,0.8,1.9,1.7,1.9,0.6,1.411764705882353,1.8823529411764706,1.2941176470588236,0.35294117647058826,0.7000000000000002,3,22,-8,1.0,1,3,2,3,86.58238773648536,2.0,5.0,1.0,1.0,0.8,0.8,1.0,1.8,1.8,3,1,6,0.3,2.6,1.8,1.2,0.4,1.8,1.8,1.0,0.3,1.4444444444444444,1.7222222222222223,1.1666666666666667,0.3333333333333333,0.19999999999999996,14,21,-5,0.5,-1,0,2,3,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.4000000000000001,0.0,0.8,85.73238773648536,0,11,1,-3,0.5000000000000002,-1.15,0,0.0,0.0,3,0,2,2023-12-26 15:00:00+00:00
19,4.7105263157894735,0.8,0.7,2.2,2,2,6,0.2,0.4,2.0,0.8,0.2,0.7,2.2,0.8,0.2,0.7222222222222222,2.4444444444444446,0.5,0.1111111111111111,0.0,6,9,-31,1.0,0,1,1,3,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.8,1.2,1.8,2,2,6,0.2,1.6,2.0,1.2,0.4,1.2,1.8,0.8,0.2,1.0588235294117647,1.8823529411764706,0.7058823529411765,0.17647058823529413,0.3999999999999999,20,12,-14,0.0,1,1,0,3,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.3999999999999999,-1.2000000000000002,0.0,0.0,0,14,-3,-17,-0.3999999999999999,0.0,0,0.0,0.0,2,3,0,2023-12-26 15:00:00+00:00
19,4.7631578947368425,0.7,1.1,1.6,2,1,7,0.2,1.6,0.8,1.4,0.4,1.1,1.6,0.7,0.2,1.0,2.0,0.6111111111111112,0.16666666666666666,0.7,1,11,-18,1.0,1,2,0,3,98.4479500818232,0.0,10.0,1.0,1.0,0.8,0.8,2.2,1.9,0.7,6,4,0,0.6,1.8,1.0,2.2,0.6,1.9,0.7,2.2,0.6,2.0555555555555554,0.8888888888888888,2.1666666666666665,0.6111111111111112,0.0,12,39,21,0.5,0,1,1,3,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.8000000000000003,-0.19999999999999996,0.19999999999999996,97.5979500818232,0,11,-28,-39,0.7,0.85,0,0.0,0.0,0,2,0,2023-12-26 17:30:00+00:00
19,4.7894736842105265,1.6,0.9,1.1,5,1,4,0.5,0.4,1.4,0.8,0.2,0.9,1.1,1.6,0.5,1.0,1.2777777777777777,1.5555555555555556,0.5,-0.8,10,28,-5,0.5,-1,0,2,3,72.93818660613744,2.0,7.0,1.0,1.0,0.8,0.8,2.3,1.9,1.0,7,2,1,0.7,1.4,0.8,2.2,0.6,1.9,1.0,2.3,0.7,2.111111111111111,1.2222222222222223,2.1666666666666665,0.6666666666666666,-0.09999999999999964,17,39,16,0.0,0,1,1,4,100.0,0.0,4.0,1.0,1.0,0.8,0.8,-1.4000000000000001,-0.9999999999999999,-0.5999999999999999,-27.061813393862565,-1,7,-11,-21,-0.7000000000000004,-2.0,0,0.0,0.0,3,2,2,2023-12-26 20:00:00+00:00
19,4.815789473684211,1.2,1.4,1.4,4,0,6,0.4,1.0,1.4,0.6,0.2,1.4,1.4,1.2,0.4,1.411764705882353,1.411764705882353,1.1176470588235294,0.29411764705882354,-0.6,8,19,0,0.5,-1,1,2,10,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.4,1.4,1.6,4,2,4,0.4,1.0,1.4,1.4,0.4,1.4,1.6,1.4,0.4,1.2777777777777777,1.6666666666666667,1.2222222222222223,0.3333333333333333,0.0,13,22,-7,0.5,1,2,1,3,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.7999999999999999,0.0,0.0,0.0,7,5,-3,7,-0.6,0.0,0,0.0,0.0,1,4,0,2023-12-27 19:30:00+00:00
19,4.815789473684211,1.1,1.8,2.1,3,2,5,0.3,1.4,1.6,1.2,0.4,1.8,2.1,1.1,0.3,1.6111111111111112,1.5555555555555556,1.2222222222222223,0.3333333333333333,0.09999999999999987,9,22,1,0.5,-1,1,2,3,100.0,0.0,6.0,1.0,1.0,0.8,0.8,0.6,1.1,1.9,1,3,6,0.1,1.0,1.6,0.6,0.0,1.1,1.9,0.6,0.1,1.0,1.4444444444444444,1.0,0.2222222222222222,0.0,19,18,-8,0.0,0,1,1,5,100.0,0.0,9.0,1.0,1.0,0.8,0.8,0.6,0.3999999999999999,0.0,0.0,-2,10,4,9,0.09999999999999987,0.0,0,0.0,0.0,2,1,2,2023-12-27 19:30:00+00:00
19,4.868421052631579,1.9,1.4,1.0,6,1,3,0.6,1.8,0.4,2.4,0.8,1.4,1.0,1.9,0.6,1.2777777777777777,1.2222222222222223,1.4444444444444444,0.4444444444444444,0.5,5,26,1,1.0,-1,1,2,4,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.6,2.3,1.5,4,4,2,0.4,1.6,1.6,1.2,0.2,2.3,1.5,1.6,0.4,2.3529411764705883,1.1764705882352942,2.0,0.5882352941176471,-0.40000000000000013,16,34,20,0.0,0,2,2,11,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.2,0.19999999999999996,1.2000000000000002,0.0,-7,11,-8,-19,0.9000000000000001,0.0,0,0.0,0.0,1,3,0,2023-12-27 20:15:00+00:00
19,4.894736842105263,1.1,1.3,1.5,2,5,3,0.2,1.2,1.6,1.0,0.2,1.3,1.5,1.1,0.2,1.8888888888888888,1.7222222222222223,1.5,0.3888888888888889,-0.10000000000000009,4,27,3,1.0,0,1,1,6,79.90063559576589,2.0,7.0,1.0,1.0,0.8,0.8,1.6,1.9,1.6,5,1,4,0.5,2.4,1.4,2.0,0.6,1.9,1.6,1.6,0.5,2.0555555555555554,1.3333333333333333,2.0,0.6111111111111112,0.3999999999999999,15,36,13,0.0,1,2,1,5,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-1.0,-1.2,-0.20000000000000018,79.0506355957659,1,11,-9,-10,-0.5,-1.15,0,0.0,0.0,4,2,2,2023-12-28 19:30:00+00:00
19,4.921052631578948,2.0,2.0,1.0,6,2,2,0.6,1.8,1.2,2.0,0.6,2.0,1.0,2.0,0.6,2.0,0.8888888888888888,2.2222222222222223,0.6666666666666666,0.0,2,40,20,1.0,0,1,1,5,59.279903926766806,3.0,6.0,1.0,1.0,0.8,0.8,1.6,1.6,1.8,5,1,4,0.5,1.6,1.4,2.0,0.6,1.6,1.8,1.6,0.5,1.7222222222222223,1.6666666666666667,1.6666666666666667,0.5,0.3999999999999999,18,30,1,0.0,1,2,0,5,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.0,0.19999999999999996,0.19999999999999996,58.429903926766805,0,16,10,19,-0.3999999999999999,-2.15,0,0.0,0.0,0,2,0,2023-12-28 20:15:00+00:00
20,4.947368421052632,1.1,1.5,1.9,3,2,5,0.3,1.8,2.2,1.2,0.4,1.5,1.9,1.1,0.3,1.1666666666666667,1.8888888888888888,0.8333333333333334,0.2222222222222222,0.09999999999999987,20,15,-13,0.0,1,3,2,3,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.3,1.8,2.0,4,1,5,0.4,1.2,1.4,1.2,0.4,1.8,2.0,1.3,0.4,1.631578947368421,1.5263157894736843,1.3157894736842106,0.3684210526315789,-0.10000000000000009,9,25,2,0.5,1,2,1,2,100.0,0.0,6.0,1.0,1.0,0.8,0.8,0.0,0.6000000000000001,-0.8000000000000003,-99.15,1,-11,-10,-15,0.19999999999999996,-0.85,1,0.0,3.0,2,3,0,2023-12-30 12:30:00+00:00
20,4.973684210526316,2.0,1.7,1.2,6,2,2,0.6,1.4,1.0,2.0,0.6,1.7,1.2,2.0,0.6,2.1052631578947367,1.3157894736842106,2.0526315789473686,0.631578947368421,0.0,17,39,15,0.0,-1,2,3,3,100.0,0.0,4.0,1.0,1.0,0.8,0.8,0.7,1.1,1.5,2,1,7,0.2,0.6,1.2,0.8,0.2,1.1,1.5,0.7,0.2,0.9473684210526315,2.0,0.5789473684210527,0.15789473684210525,0.10000000000000009,1,11,-20,1.0,-1,0,2,3,98.4479500818232,0.0,10.0,1.0,1.0,0.8,0.8,1.2,0.7999999999999999,0.19999999999999996,1.552049918176806,0,-16,28,35,-0.10000000000000009,0.0,1,3.0,1.0,3,2,2,2023-12-30 15:00:00+00:00
20,4.973684210526316,0.6,1.2,1.7,1,3,6,0.1,1.0,1.8,0.4,0.0,1.2,1.7,0.6,0.1,1.0,1.4736842105263157,0.9473684210526315,0.21052631578947367,-0.19999999999999996,19,18,-9,0.0,-1,1,2,2,100.0,0.0,9.0,1.0,1.0,0.8,0.8,1.2,1.4,1.6,4,0,6,0.4,1.2,2.0,0.6,0.2,1.4,1.6,1.2,0.4,1.3888888888888888,1.5555555555555556,1.0555555555555556,0.2777777777777778,-0.6,8,19,-3,0.5,-1,1,4,2,0.85,0.85,0.85,0.85,0.85,0.85,0.85,-0.19999999999999996,-0.19999999999999996,0.19999999999999996,99.15,0,-11,-1,-6,0.4,0.85,1,1.0,1.0,3,1,2,2023-12-30 15:00:00+00:00
20,4.973684210526316,1.9,2.6,1.5,5,4,1,0.5,2.0,1.6,1.6,0.4,2.6,1.5,1.9,0.5,2.388888888888889,1.1666666666666667,2.0555555555555554,0.6111111111111112,-0.2999999999999998,16,37,22,0.0,1,3,1,2,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.8,0.8,2.3,2,2,6,0.2,0.8,1.6,0.8,0.2,0.8,2.3,0.8,0.2,0.7894736842105263,2.473684210526316,0.47368421052631576,0.10526315789473684,0.0,6,9,-32,1.0,-1,2,3,4,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.8,1.2,0.0,0.0,-2,-10,28,54,-0.2999999999999998,0.0,1,2.0,1.0,2,0,2,2023-12-30 15:00:00+00:00
20,4.973684210526316,1.4,1.6,1.6,4,2,4,0.4,1.6,1.2,2.0,0.6,1.6,1.6,1.4,0.4,1.4210526315789473,1.631578947368421,1.3157894736842106,0.3684210526315789,0.6000000000000001,13,25,-4,0.5,1,4,1,2,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.9,1.5,1.1,6,1,3,0.6,1.8,1.0,1.8,0.6,1.5,1.1,1.9,0.6,1.263157894736842,1.3157894736842106,1.368421052631579,0.42105263157894735,-0.09999999999999987,5,26,-1,1.0,-1,1,3,2,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.19999999999999996,-0.19999999999999996,-0.19999999999999996,0.0,0,-8,-1,-3,0.7,0.0,1,1.0,0.0,3,0,2,2023-12-30 15:00:00+00:00
20,5.078947368421052,0.7,1.2,2.2,2,1,7,0.2,1.2,2.4,0.8,0.2,1.2,2.2,0.7,0.2,1.1578947368421053,1.7894736842105263,0.8947368421052632,0.21052631578947367,0.10000000000000009,11,17,-12,0.5,1,3,1,4,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.6,1.0,1.2,5,1,4,0.5,1.0,1.6,1.4,0.4,1.0,1.2,1.6,0.5,1.105263157894737,1.3157894736842106,1.631578947368421,0.5263157894736842,-0.20000000000000018,10,31,-4,0.5,1,3,2,3,72.93818660613744,2.0,7.0,1.0,1.0,0.8,0.8,-0.5999999999999999,0.19999999999999996,-0.7999999999999998,-72.08818660613744,1,-1,-14,-8,0.30000000000000027,1.15,1,2.0,3.0,2,1,2,2023-12-30 17:30:00+00:00
20,5.105263157894737,1.0,1.8,1.9,3,1,6,0.3,2.0,1.6,1.2,0.4,1.8,1.9,1.0,0.3,1.368421052631579,1.7894736842105263,1.105263157894737,0.3157894736842105,0.19999999999999996,14,21,-8,0.5,-1,0,3,4,0.85,0.85,0.85,0.85,0.85,0.85,0.85,1.9,1.8,1.0,6,1,3,0.6,1.4,1.4,1.4,0.4,1.8,1.0,1.9,0.6,1.894736842105263,0.9473684210526315,2.1052631578947367,0.631578947368421,-0.5,2,40,18,1.0,-1,0,2,2,59.279903926766806,3.0,6.0,1.0,1.0,0.8,0.8,-0.19999999999999996,0.6000000000000001,-0.20000000000000018,-58.429903926766805,2,-12,-19,-26,0.7,2.15,1,2.0,2.0,2,1,2,2023-12-31 14:00:00+00:00
20,5.105263157894737,1.3,1.9,2.0,4,1,5,0.4,2.2,1.6,1.8,0.6,1.9,2.0,1.3,0.4,2.0526315789473686,1.4736842105263157,1.894736842105263,0.5789473684210527,0.5,15,36,11,0.0,-1,2,4,2,0.85,0.85,0.85,0.85,0.85,0.85,0.85,2.2,2.2,1.4,7,1,2,0.7,2.6,0.8,2.6,0.8,2.2,1.4,2.2,0.7,1.5,1.7777777777777777,1.3888888888888888,0.3888888888888889,0.3999999999999999,3,25,-5,1.0,1,3,0,4,86.58238773648536,2.0,5.0,1.0,1.0,0.8,0.8,-0.8,-0.3999999999999999,-0.8,-85.73238773648536,-2,-12,11,16,0.10000000000000009,1.15,1,2.0,0.0,3,1,2,2023-12-31 14:00:00+00:00
