home_avg_goals_scored_l5,home_avg_goals_conceded_l5,home_ppg_l5,home_win_rate_l5,home_form_momentum,home_scoring_consistency,home_availability_rate,home_key_players_out,away_avg_goals_scored_l5,away_avg_goals_conceded_l5,away_ppg_l5,away_win_rate_l5,away_form_momentum,away_scoring_consistency,away_availability_rate,away_key_players_out,home_prev_gw_result,home_prev_gw_goals_scored,home_prev_gw_goals_conceded,home_prev_gw_was_home,home_days_since_last_match,home_prev_gw_result_encoded,away_prev_gw_result,away_prev_gw_goals_scored,away_prev_gw_goals_conceded,away_prev_gw_was_home,away_days_since_last_match,away_prev_gw_result_encoded,home_league_position,home_points,home_goal_difference,home_position_category,home_position_category_encoded,away_league_position,away_points,away_goal_difference,away_position_category,away_position_category_encoded,h2h_matches,h2h_home_goals_avg,h2h_away_goals_avg,attack_differential,defense_differential,form_differential,availability_differential,rest_differential,position_differential,points_differential,goal_difference_differential,home_position_strength,away_position_strength,gameweek,home_goals,away_goals,season,home_avg_goals_scored_l10,home_avg_goals_conceded_l10,home_ppg_l10,home_win_rate_l10,home_clean_sheets_l5,home_btts_l5,home_high_scoring_rate,home_low_scoring_rate,home_squad_depth,home_venue_ppg,home_venue_goals_avg,away_avg_goals_scored_l10,away_avg_goals_conceded_l10,away_ppg_l10,away_win_rate_l10,away_clean_sheets_l5,away_btts_l5,away_high_scoring_rate,away_low_scoring_rate,away_squad_depth,away_venue_ppg,away_venue_goals_avg
0.8,1.4,0.6,0.0,0.0,0.5444665782197482,100.0,0,2.0,0.4,2.4,0.8,0.0,0.4494897427831781,100.0,0,L,1.0,2.0,0,6,-1,W,2.0,1.0,0,6,1,13,52,-5,mid_table,2,3,97,55,top_4,4,2,1.0,1.0,-1.2,-0.9999999999999999,-1.7999999999999998,0.0,0,-10,-45,-60,0.4,0.9,7,0,1,2024-25,1.8,1.1,1.3,0.3,0.2,0.6,0.2,0.8,9.0,1.6,2.2,2.3,0.9,2.3,0.7,0.6,0.2,0.8,0.2,5.0,2.2,2.4
2.0,1.0,2.2,0.6,0.0,0.4494897427831781,59.279903926766806,3,0.6,2.2,0.2,0.0,0.0,0.6461106321354769,100.0,0,W,4.0,2.0,1,7,1,L,1.0,3.0,0,4,-1,2,103,69,top_4,4,23,1,-9,relegation,0,0,1.5,1.5,1.4,1.2000000000000002,2.0,-40.720096073233194,3,21,102,78,0.95,-0.1,7,3,1,2024-25,2.1,0.8,2.6,0.8,0.4,0.6,0.6,0.4,6.0,2.6,2.4,0.6,2.2,0.2,0.0,0.0,0.6,0.0,1.0,5.0,0.0,0.6666666666666666
1.2,1.8,0.8,0.2,0.25,0.47722557505166113,100.0,0,1.2,2.8,0.2,0.0,0.0,0.6909830056250525,100.0,0,D,1.0,1.0,1,7,0,L,1.0,2.0,1,6,-1,16,46,-11,bottom_half,1,15,47,-25,bottom_half,1,2,1.0,2.0,0.0,0.9999999999999998,0.6000000000000001,0.0,1,-1,-1,14,0.25,0.3,7,5,3,2024-25,1.2,1.6,1.1,0.3,0.0,0.8,0.2,0.8,5.0,1.6,1.6,1.0,2.7,0.4,0.1,0.0,1.0,0.2,0.8,5.0,0.2,0.6
1.4,2.2,0.4,0.0,0.0,0.646110632135477,100.0,0,1.4,1.6,1.4,0.4,0.5,0.3973654529310078,86.58238773648536,2,L,2.0,4.0,0,7,-1,W,3.0,1.0,1,4,1,22,3,-4,relegation,0,12,56,-14,mid_table,2,0,1.5,1.5,0.0,-0.6000000000000001,-0.9999999999999999,13.417612263514641,3,-10,-53,10,-0.05,0.45,7,1,0,2024-25,1.4,2.2,0.4,0.0,0.0,1.0,0.4,0.6,5.0,0.6666666666666666,1.0,1.3,1.6,1.1,0.3,0.0,0.6,0.4,0.6,5.0,0.8,1.0
2.4,1.2,2.2,0.6,-0.5,0.4672514169971265,100.0,0,1.6,0.8,2.2,0.6,0.0,0.5278640450004206,100.0,0,D,1.0,1.0,0,7,0,W,1.0,0.0,0,7,1,2,105,70,top_4,4,9,58,-3,top_half,3,2,5.0,4.0,0.7999999999999998,-0.3999999999999999,0.0,0.0,0,7,47,73,0.95,0.6,7,3,2,2024-25,2.8,0.8,2.6,0.8,0.0,1.0,0.8,0.2,5.0,2.6,3.2,1.3,1.2,1.6,0.4,0.2,0.8,0.4,0.6,5.0,1.6,1.2
1.0,1.6,1.0,0.2,-0.5,0.585786437626905,100.0,0,1.0,1.6,0.8,0.0,0.25,0.585786437626905,100.0,0,D,1.0,1.0,0,7,0,D,2.0,2.0,1,6,0,11,57,-18,mid_table,2,22,4,-5,relegation,0,0,1.5,1.5,0.0,0.0,0.19999999999999996,0.0,1,11,53,-13,0.5,-0.05,7,4,1,2024-25,1.2,2.1,0.9,0.2,0.2,0.6,0.2,0.8,5.0,0.8,1.4,1.0,1.6,0.8,0.0,0.2,0.8,0.2,0.8,5.0,0.6666666666666666,0.6666666666666666
1.4,2.4,0.8,0.2,0.75,0.5278640450004206,100.0,0,1.4,1.4,1.6,0.4,0.0,0.646110632135477,100.0,0,W,2.0,1.0,1,7,1,D,1.0,1.0,1,7,0,14,52,-19,mid_table,2,7,71,24,top_half,3,2,3.0,1.0,0.0,-1.0,-0.8,0.0,0,-7,-19,-43,0.35,0.7,7,0,0,2024-25,1.1,1.8,1.1,0.3,0.0,0.8,0.6,0.4,5.0,1.8,1.2,1.9,1.4,1.8,0.5,0.0,1.0,0.4,0.6,5.0,1.4,2.0
3.0,1.0,2.6,0.8,0.0,0.32037724101704074,100.0,0,1.0,0.8,1.6,0.4,-0.75,0.585786437626905,100.0,0,W,4.0,2.0,1,7,1,L,0.0,1.0,1,7,-1,5,76,22,top_half,3,17,45,-17,bottom_half,1,2,0.0,3.0,2.0,-0.19999999999999996,1.0,0.0,0,12,31,39,0.8,0.2,7,1,1,2024-25,2.7,1.1,2.5,0.8,0.4,0.6,0.6,0.4,6.0,2.0,2.4,1.3,1.2,1.5,0.4,0.4,0.4,0.2,0.8,5.0,2.6,1.8
2.0,1.6,2.0,0.6,0.25,0.4494897427831781,100.0,0,0.8,1.6,0.8,0.2,0.0,0.43405783005789955,72.93818660613744,2,D,2.0,2.0,0,7,0,L,0.0,3.0,1,6,-1,4,81,18,top_4,4,8,67,-4,top_half,3,2,1.0,2.0,1.2,0.0,1.2,27.061813393862565,1,4,14,22,0.85,0.65,7,0,0,2024-25,1.7,2.0,1.5,0.4,0.0,0.8,0.8,0.2,4.0,1.6,2.2,1.0,1.5,1.3,0.4,0.4,0.2,0.2,0.8,7.0,1.4,1.2
1.4,1.6,1.2,0.2,-0.75,0.5278640450004206,79.90063559576589,2,2.2,0.8,1.8,0.6,0.0,0.37833392500911667,100.0,0,L,2.0,4.0,0,8,-1,W,3.0,0.0,0,7,1,11,57,-5,mid_table,2,6,76,20,top_half,3,2,4.0,1.0,-0.8000000000000003,-0.8,-0.6000000000000001,-20.09936440423411,1,-5,-19,-25,0.5,0.75,7,3,2,2024-25,1.3,1.3,1.3,0.3,0.2,0.8,0.6,0.4,7.0,1.0,1.0,1.9,1.2,1.6,0.5,0.4,0.4,0.6,0.4,5.0,1.4,2.0
1.8,1.4,1.2,0.4,0.0,0.4340578300578996,100.0,0,1.4,1.8,1.0,0.2,0.75,0.39736545293100783,100.0,0,L,2.0,3.0,0,12,-1,W,4.0,1.0,1,13,1,6,76,19,top_half,3,10,60,-15,top_half,3,2,1.0,1.0,0.40000000000000013,0.40000000000000013,0.19999999999999996,0.0,-1,4,16,34,0.75,0.55,8,4,1,2024-25,1.9,1.1,1.6,0.5,0.2,0.6,0.6,0.4,5.0,1.8,1.8,1.4,2.0,1.1,0.3,0.0,0.8,0.2,0.8,5.0,1.0,1.0
1.6,1.2,1.6,0.4,-0.25,0.5278640450004206,100.0,0,2.0,1.2,2.2,0.6,-0.5,0.4494897427831781,100.0,0,L,2.0,3.0,0,14,-1,D,0.0,0.0,1,13,0,11,58,-4,mid_table,2,4,82,18,top_4,4,2,1.0,1.0,-0.3999999999999999,0.0,-0.6000000000000001,0.0,1,-7,-24,-22,0.5,0.85,8,1,3,2024-25,1.4,1.4,1.5,0.4,0.2,0.8,0.4,0.6,5.0,1.6,1.4,1.5,1.8,1.5,0.4,0.2,0.8,0.8,0.2,4.0,1.4,1.2
1.0,1.6,0.8,0.0,-0.25,0.585786437626905,100.0,0,1.4,1.6,1.0,0.2,0.25,0.5278640450004206,100.0,0,L,1.0,4.0,0,14,-1,D,0.0,0.0,1,13,0,22,4,-8,relegation,0,13,53,-19,mid_table,2,0,1.5,1.5,-0.3999999999999999,0.0,-0.19999999999999996,0.0,1,-9,-49,11,-0.05,0.4,8,0,2,2024-25,1.0,1.6,0.8,0.0,0.2,0.8,0.2,0.8,5.0,0.6666666666666666,1.0,1.0,1.8,0.9,0.2,0.2,0.8,0.6,0.4,5.0,0.4,1.0
0.6,1.2,1.0,0.2,0.25,0.42705098312484224,72.93818660613744,2,2.2,2.0,1.4,0.4,0.0,0.3585701736362872,100.0,0,D,0.0,0.0,0,13,0,W,5.0,3.0,1,14,1,8,68,-4,top_half,3,15,49,-9,bottom_half,1,2,2.0,1.0,-1.6,0.8,-0.3999999999999999,-27.061813393862565,-1,7,19,5,0.65,0.3,8,2,1,2024-25,1.0,1.1,1.4,0.4,0.6,0.0,0.2,0.8,7.0,1.2,0.8,1.7,1.8,1.4,0.4,0.0,1.0,0.4,0.6,5.0,0.6,0.8
1.2,1.2,1.6,0.4,-0.5,0.5444665782197482,100.0,0,1.6,1.8,1.2,0.2,0.5,0.4672514169971265,79.90063559576589,2,D,0.0,0.0,0,13,0,W,3.0,2.0,1,12,1,7,72,24,top_half,3,9,60,-4,top_half,3,2,1.0,1.0,-0.40000000000000013,0.6000000000000001,0.40000000000000013,20.09936440423411,1,2,12,28,0.7,0.6,8,0,1,2024-25,1.5,1.3,1.6,0.4,0.2,0.8,0.4,0.6,5.0,2.2,2.0,1.5,1.5,1.3,0.3,0.2,0.8,0.6,0.4,7.0,1.0,1.4
0.8,2.6,0.2,0.0,0.0,0.6909830056250525,100.0,0,1.4,1.8,1.0,0.2,0.75,0.646110632135477,100.0,0,L,1.0,3.0,0,14,-1,W,1.0,0.0,1,14,1,23,1,-11,relegation,0,21,6,-3,relegation,0,0,1.5,1.5,-0.5999999999999999,-0.8,-0.8,0.0,0,-2,-5,-8,-0.1,0.0,8,2,3,2024-25,0.8,2.6,0.2,0.0,0.0,0.8,0.0,1.0,5.0,0.3333333333333333,0.3333333333333333,1.4,1.8,1.0,0.2,0.2,0.8,0.4,0.6,5.0,0.3333333333333333,1.6666666666666667
1.2,1.6,1.2,0.4,-0.75,0.37833392500911667,86.58238773648536,2,2.2,1.2,2.2,0.6,0.5,0.4340578300578996,59.279903926766806,3,L,0.0,1.0,0,14,-1,W,3.0,1.0,1,14,1,12,56,-15,mid_table,2,2,106,71,top_4,4,2,0.0,0.0,-1.0000000000000002,-0.40000000000000013,-1.0000000000000002,27.302483809718552,0,-10,-50,-86,0.45,0.95,8,2,0,2024-25,1.0,1.7,0.8,0.2,0.0,0.4,0.4,0.6,5.0,1.4,1.6,2.1,0.7,2.6,0.8,0.2,0.8,0.6,0.4,6.0,2.6,1.8
1.4,2.6,0.2,0.0,-0.25,0.5278640450004206,100.0,0,2.2,1.4,2.2,0.6,0.0,0.5444665782197482,100.0,0,L,3.0,5.0,0,14,-1,W,3.0,2.0,1,14,1,16,47,-27,bottom_half,1,1,108,71,top_4,4,2,2.0,1.0,-0.8000000000000003,-1.2000000000000002,-2.0,0.0,0,-15,-61,-98,0.25,1.0,8,1,2,2024-25,1.1,3.1,0.1,0.0,0.0,1.0,0.2,0.8,5.0,0.6,1.4,2.6,0.9,2.6,0.8,0.0,1.0,0.8,0.2,5.0,2.6,2.4
1.8,0.4,2.4,0.8,0.0,0.4340578300578996,100.0,0,2.0,0.8,2.2,0.6,0.0,0.4142135623730951,100.0,0,W,1.0,0.0,0,15,1,D,1.0,1.0,1,14,0,3,100,56,top_4,4,6,77,22,top_half,3,2,4.0,1.0,-0.19999999999999996,0.4,0.19999999999999973,0.0,1,3,23,34,0.9,0.75,8,2,1,2024-25,2.2,0.7,2.5,0.8,0.6,0.2,0.6,0.4,5.0,2.4,2.2,2.3,1.2,2.3,0.7,0.4,0.6,0.4,0.6,6.0,3.0,3.0
1.0,1.0,1.2,0.2,0.0,0.585786437626905,100.0,0,0.8,1.2,0.6,0.0,-0.25,0.5444665782197482,100.0,0,D,1.0,1.0,0,15,0,L,0.0,1.0,1,16,-1,17,46,-17,bottom_half,1,14,52,-6,mid_table,2,2,1.0,0.0,0.19999999999999996,0.19999999999999996,0.6,0.0,-1,-3,-6,-11,0.2,0.35,8,1,0,2024-25,1.4,1.1,1.6,0.4,0.2,0.6,0.2,0.8,5.0,0.4,0.8,1.7,1.1,1.2,0.3,0.2,0.6,0.2,0.8,9.0,1.0,1.4
1.8,1.8,1.6,0.4,0.5,0.5444665782197482,100.0,0,1.0,0.8,1.6,0.4,0.0,0.585786437626905,100.0,0,W,3.0,2.0,0,6,1,W,1.0,0.0,1,4,1,21,9,-2,relegation,0,16,49,-16,bottom_half,1,0,1.5,1.5,0.8,-1.0,0.0,0.0,2,-5,-40,14,0.0,0.25,9,1,3,2024-25,1.8,1.8,1.6,0.4,0.2,0.8,0.6,0.4,5.0,1.25,1.0,1.2,1.0,1.6,0.4,0.4,0.4,0.2,0.8,5.0,2.2,1.4
1.8,2.2,0.8,0.2,0.0,0.3585701736362871,100.0,0,0.8,1.8,0.6,0.0,-0.25,0.5444665782197482,100.0,0,L,1.0,2.0,0,7,-1,L,0.0,2.0,1,7,-1,16,49,-10,bottom_half,1,22,4,-10,relegation,0,0,1.5,1.5,1.0,-0.40000000000000013,0.20000000000000007,0.0,0,6,45,0,0.25,-0.05,9,4,3,2024-25,1.8,2.0,1.3,0.4,0.0,1.0,0.2,0.8,5.0,2.0,2.6,0.8,1.8,0.6,0.0,0.2,0.6,0.2,0.8,5.0,0.5,0.75
1.6,1.6,1.6,0.4,0.5,0.4672514169971265,79.90063559576589,2,1.4,2.8,0.0,0.0,0.0,0.5278640450004206,100.0,0,W,1.0,0.0,0,7,1,L,1.0,2.0,1,6,-1,9,63,-3,top_half,3,17,47,-28,bottom_half,1,2,0.0,4.0,0.20000000000000018,1.1999999999999997,1.6,-20.09936440423411,1,8,16,25,0.6,0.2,9,2,2,2024-25,1.5,1.4,1.5,0.4,0.4,0.6,0.6,0.4,7.0,1.6,1.4,1.1,2.8,0.1,0.0,0.0,1.0,0.2,0.8,5.0,0.2,1.0
2.2,1.2,2.2,0.6,0.0,0.4340578300578996,100.0,0,1.0,1.2,1.2,0.4,0.75,0.4142135623730951,86.58238773648536,2,W,3.0,1.0,0,7,1,W,2.0,0.0,1,6,1,4,85,20,top_4,4,11,59,-13,mid_table,2,2,3.0,2.0,1.2000000000000002,0.0,1.0000000000000002,13.417612263514641,1,7,26,33,0.85,0.5,9,1,1,2024-25,1.8,1.8,1.8,0.5,0.2,0.8,0.8,0.2,4.0,1.6,1.8,1.2,1.4,1.1,0.3,0.2,0.2,0.4,0.6,5.0,0.8,1.0
2.0,1.4,2.2,0.6,0.0,0.585786437626905,100.0,0,1.0,2.6,0.2,0.0,0.0,0.585786437626905,100.0,0,W,2.0,1.0,0,6,1,L,2.0,3.0,1,7,-1,1,111,72,top_4,4,23,1,-12,relegation,0,0,1.5,1.5,1.0,1.2000000000000002,2.0,0.0,-1,22,110,84,1.0,-0.1,9,1,0,2024-25,2.4,1.0,2.6,0.8,0.0,1.0,0.8,0.2,5.0,2.6,2.8,1.0,2.6,0.2,0.0,0.0,0.8,0.2,0.8,5.0,0.0,0.75
1.4,1.0,1.6,0.4,0.75,0.5278640450004206,100.0,0,1.6,1.6,1.4,0.4,-0.25,0.5278640450004206,100.0,0,W,2.0,0.0,0,7,1,L,1.0,3.0,1,7,-1,13,56,-17,mid_table,2,12,58,-6,mid_table,2,2,0.0,0.0,-0.20000000000000018,0.6000000000000001,0.20000000000000018,0.0,0,-1,-2,-11,0.4,0.45,9,1,1,2024-25,1.1,1.7,1.1,0.3,0.4,0.6,0.6,0.4,5.0,1.4,1.0,1.5,1.7,1.4,0.4,0.2,0.8,0.4,0.6,5.0,1.4,1.6
2.0,1.0,2.0,0.6,-0.75,0.4142135623730951,100.0,0,0.8,1.2,1.0,0.2,-0.75,0.5444665782197482,100.0,0,L,1.0,2.0,0,6,-1,L,0.0,1.0,1,8,-1,6,77,21,top_half,3,7,72,23,top_half,3,2,3.0,1.0,1.2,0.19999999999999996,1.0,0.0,-2,1,5,-2,0.75,0.7,9,2,1,2024-25,2.1,1.2,2.0,0.6,0.4,0.6,0.4,0.6,6.0,1.6,1.6,1.4,1.3,1.5,0.4,0.2,0.6,0.2,0.8,5.0,1.6,1.6
0.6,1.2,0.4,0.0,-0.25,0.5278640450004206,100.0,0,2.4,1.2,1.8,0.6,0.75,0.3973654529310078,100.0,0,L,0.0,1.0,0,5,-1,W,4.0,1.0,1,8,1,14,52,-7,mid_table,2,6,79,22,top_half,3,2,1.0,1.0,-1.7999999999999998,0.0,-1.4,0.0,-3,-8,-27,-29,0.35,0.75,9,1,0,2024-25,1.3,1.2,0.9,0.2,0.2,0.4,0.2,0.8,9.0,1.0,1.4,2.1,1.1,1.6,0.5,0.2,0.6,0.8,0.2,5.0,1.4,2.0
1.4,2.0,1.0,0.2,-0.25,0.39736545293100783,100.0,0,1.0,0.8,1.6,0.4,0.0,0.4142135623730951,72.93818660613744,2,L,1.0,4.0,0,8,-1,W,2.0,1.0,1,8,1,11,60,-18,mid_table,2,8,71,-3,top_half,3,2,2.0,0.0,0.3999999999999999,-1.2,-0.6000000000000001,27.061813393862565,0,-3,-11,-15,0.5,0.65,9,2,1,2024-25,1.5,1.9,1.1,0.3,0.0,0.8,0.2,0.8,5.0,1.2,1.8,1.2,1.1,1.7,0.5,0.6,0.2,0.4,0.6,7.0,1.6,1.2
2.0,1.4,2.0,0.6,-0.75,0.38742588672279304,59.279903926766806,3,1.6,0.6,2.4,0.8,0.75,0.4672514169971265,100.0,0,L,0.0,2.0,0,8,-1,W,2.0,1.0,1,7,1,2,106,69,top_4,4,3,103,57,top_4,4,2,3.0,1.0,0.3999999999999999,-0.7999999999999999,-0.3999999999999999,-40.720096073233194,1,1,3,12,0.95,0.9,9,2,2,2024-25,1.8,0.9,2.3,0.7,0.2,0.6,0.6,0.4,6.0,2.6,2.4,2.0,0.6,2.5,0.8,0.4,0.4,0.6,0.4,5.0,2.6,2.2
0.6,1.4,0.4,0.0,0.0,0.6461106321354769,100.0,0,2.2,1.8,1.6,0.4,0.0,0.4026997478492772,59.279903926766806,3,L,1.0,2.0,0,5,-1,D,2.0,2.0,1,5,0,7,72,22,top_half,3,2,107,69,top_4,4,2,1.0,1.0,-1.6,0.40000000000000013,-1.2000000000000002,40.720096073233194,0,-5,-35,-47,0.7,0.95,10,1,0,2024-25,1.3,1.2,1.5,0.4,0.2,0.6,0.0,1.0,5.0,1.6,1.0,1.9,1.1,2.1,0.6,0.0,0.8,0.8,0.2,6.0,2.0,1.2
1.2,1.2,1.4,0.4,0.25,0.4340578300578996,86.58238773648536,2,1.8,1.2,2.2,0.6,0.5,0.5444665782197482,100.0,0,D,1.0,1.0,0,7,0,W,1.0,0.0,1,7,1,11,60,-13,mid_table,2,1,114,73,top_4,4,2,0.0,1.0,-0.6000000000000001,0.0,-0.8000000000000003,-13.417612263514641,0,-10,-54,-86,0.5,1.0,10,2,1,2024-25,1.2,1.3,1.2,0.3,0.2,0.4,0.4,0.6,5.0,1.4,1.4,2.3,1.0,2.6,0.8,0.2,0.8,0.6,0.4,5.0,2.6,2.0
1.4,2.6,0.4,0.0,-0.25,0.4672514169971265,100.0,0,1.6,2.0,1.4,0.4,-0.25,0.5278640450004206,100.0,0,L,3.0,4.0,0,7,-1,L,1.0,3.0,1,7,-1,22,4,-11,relegation,0,21,9,-4,relegation,0,0,1.5,1.5,-0.20000000000000018,-0.6000000000000001,-0.9999999999999999,0.0,0,-1,-5,-7,-0.05,0.0,10,1,1,2024-25,1.4,2.6,0.4,0.0,0.0,0.8,0.4,0.6,5.0,0.5,0.75,1.6,2.0,1.4,0.4,0.2,0.8,0.4,0.6,5.0,1.0,2.0
2.0,0.8,2.6,0.8,-0.5,0.585786437626905,100.0,0,2.0,2.0,1.6,0.4,0.0,0.585786437626905,79.90063559576589,2,D,2.0,2.0,0,5,0,D,2.0,2.0,1,7,0,3,104,57,top_4,4,9,64,-3,top_half,3,2,2.0,2.0,0.0,1.2,1.0,20.09936440423411,-2,6,40,60,0.9,0.6,10,2,1,2024-25,1.9,0.5,2.5,0.8,0.4,0.6,0.8,0.2,5.0,2.4,1.8,1.6,1.4,1.6,0.4,0.2,0.8,0.8,0.2,7.0,1.6,1.6
1.4,1.0,1.6,0.4,0.5,0.4672514169971265,100.0,0,1.6,2.0,1.4,0.4,0.75,0.39736545293100783,100.0,0,W,3.0,1.0,0,7,1,W,2.0,1.0,1,6,1,16,52,-14,bottom_half,1,11,63,-17,mid_table,2,2,2.0,2.0,-0.20000000000000018,1.0,0.20000000000000018,0.0,1,-5,-11,3,0.25,0.5,10,3,0,2024-25,1.3,0.8,1.9,0.5,0.2,0.6,0.4,0.6,5.0,1.0,1.0,1.4,1.9,1.1,0.3,0.0,0.8,0.4,0.6,5.0,1.0,1.2
1.0,2.2,0.2,0.0,-0.25,0.585786437626905,100.0,0,1.2,0.6,1.8,0.4,0.0,0.5444665782197482,100.0,0,L,0.0,1.0,0,7,-1,D,1.0,1.0,1,6,0,23,1,-13,relegation,0,13,57,-17,mid_table,2,0,1.5,1.5,-0.19999999999999996,-1.6,-1.6,0.0,1,-10,-56,4,-0.1,0.4,10,1,0,2024-25,1.0,2.2,0.2,0.0,0.0,0.8,0.2,0.8,5.0,0.25,0.75,1.1,1.8,0.9,0.2,0.4,0.6,0.4,0.6,5.0,0.8,1.2
1.6,2.8,0.2,0.0,0.25,0.5278640450004206,100.0,0,0.4,0.8,0.8,0.2,0.5,0.6461106321354769,100.0,0,D,2.0,2.0,0,7,0,W,1.0,0.0,1,6,1,17,48,-28,bottom_half,1,14,55,-6,mid_table,2,2,1.0,2.0,1.2000000000000002,-1.9999999999999998,-0.6000000000000001,0.0,1,-3,-7,-22,0.2,0.35,10,2,2,2024-25,1.2,2.7,0.2,0.0,0.0,1.0,0.4,0.6,5.0,0.0,1.2,1.1,1.1,0.9,0.2,0.4,0.2,0.0,1.0,9.0,0.8,1.2
2.4,1.2,1.8,0.6,-0.75,0.39736545293100783,100.0,0,1.8,1.0,1.8,0.4,-0.5,0.4340578300578996,100.0,0,L,0.0,1.0,0,7,-1,D,1.0,1.0,1,8,0,6,79,21,top_half,3,4,86,20,top_4,4,2,1.0,4.0,0.5999999999999999,-0.19999999999999996,0.0,0.0,-1,-2,-7,1,0.75,0.85,10,4,1,2024-25,2.1,1.0,1.6,0.5,0.2,0.6,0.8,0.2,5.0,1.8,2.2,1.6,1.6,1.8,0.5,0.2,0.8,0.6,0.4,4.0,2.0,1.8
0.6,1.2,1.0,0.2,-0.25,0.5278640450004206,72.93818660613744,2,2.2,1.2,2.0,0.6,0.0,0.4340578300578996,100.0,0,L,1.0,2.0,0,7,-1,W,2.0,1.0,1,7,1,8,71,-4,top_half,3,6,80,22,top_half,3,2,2.0,3.0,-1.6,0.0,-1.0,-27.061813393862565,0,-2,-9,-26,0.65,0.75,10,1,1,2024-25,1.0,1.1,1.4,0.4,0.4,0.4,0.2,0.8,7.0,1.8,1.2,2.1,1.2,2.0,0.6,0.2,0.8,0.6,0.4,6.0,2.4,2.6
1.6,1.6,1.4,0.4,-0.5,0.5278640450004206,100.0,0,2.4,2.4,1.4,0.4,0.75,0.33905673891492605,100.0,0,D,1.0,1.0,0,9,0,W,4.0,3.0,1,9,1,12,59,-6,mid_table,2,16,52,-9,bottom_half,1,2,0.0,0.0,-0.7999999999999998,0.7999999999999998,0.0,0.0,0,4,7,3,0.45,0.25,10,2,1,2024-25,1.6,1.4,1.5,0.4,0.2,0.8,0.4,0.6,5.0,1.4,1.4,2.0,2.2,1.3,0.4,0.0,1.0,0.4,0.6,5.0,0.6,1.0
2.4,2.2,1.4,0.4,-0.25,0.33905673891492605,100.0,0,1.6,0.8,2.0,0.6,0.0,0.4672514169971265,86.58238773648536,2,L,1.0,2.0,0,4,-1,W,2.0,1.0,1,7,1,16,52,-10,bottom_half,1,10,63,-12,top_half,3,2,2.0,2.0,0.7999999999999998,-1.4000000000000001,-0.6000000000000001,13.417612263514641,-3,-6,-11,2,0.25,0.55,11,3,2,2024-25,1.9,2.0,1.3,0.4,0.0,1.0,0.4,0.6,5.0,2.6,3.0,1.3,1.2,1.5,0.4,0.2,0.6,0.6,0.4,5.0,1.0,1.0
0.8,1.2,0.8,0.2,0.25,0.5444665782197482,100.0,0,1.4,1.6,1.4,0.4,0.0,0.646110632135477,100.0,0,D,2.0,2.0,0,6,0,W,2.0,1.0,1,4,1,14,56,-6,mid_table,2,12,62,-5,mid_table,2,2,0.0,1.0,-0.5999999999999999,0.40000000000000013,-0.5999999999999999,0.0,2,-2,-6,-1,0.35,0.45,11,0,2,2024-25,0.8,1.3,0.7,0.1,0.2,0.4,0.2,0.8,9.0,1.0,0.6,1.4,1.3,1.5,0.4,0.2,0.8,0.4,0.6,5.0,1.0,1.0
1.6,2.0,1.4,0.4,-0.25,0.3973654529310078,100.0,0,1.0,0.6,1.6,0.4,-0.75,0.5,100.0,0,L,0.0,3.0,0,7,-1,L,0.0,1.0,0,7,-1,12,63,-20,mid_table,2,13,57,-18,mid_table,2,2,0.0,3.0,0.6000000000000001,-1.4,-0.20000000000000018,0.0,0,1,6,-2,0.45,0.4,11,0,0,2024-25,1.3,1.9,1.1,0.3,0.0,0.8,0.4,0.6,5.0,1.2,1.6,1.0,1.7,0.9,0.2,0.4,0.4,0.4,0.6,5.0,0.8,1.0
1.8,2.6,0.4,0.0,0.25,0.5444665782197482,100.0,0,1.0,2.0,0.6,0.2,0.75,0.585786437626905,100.0,0,D,2.0,2.0,1,6,0,W,1.0,0.0,1,7,1,17,49,-28,bottom_half,1,23,4,-12,relegation,0,0,1.5,1.5,0.8,-0.6000000000000001,-0.19999999999999996,0.0,-1,6,45,-16,0.2,-0.1,11,2,0,2024-25,1.4,2.7,0.3,0.0,0.0,1.0,0.6,0.4,5.0,0.2,1.4,0.7,1.9,0.4,0.1,0.2,0.6,0.2,0.8,5.0,0.0,0.6
1.8,2.0,1.4,0.4,0.0,0.5444665782197482,79.90063559576589,2,1.6,1.2,2.0,0.6,-0.25,0.5278640450004206,100.0,0,L,1.0,2.0,0,7,-1,L,1.0,2.0,0,7,-1,10,64,-4,top_half,3,1,114,72,top_4,4,2,0.0,1.0,0.19999999999999996,-0.8,-0.6000000000000001,-20.09936440423411,0,-9,-50,-76,0.55,1.0,11,2,1,2024-25,1.7,1.4,1.6,0.4,0.2,0.8,0.6,0.4,7.0,1.8,1.8,2.1,1.1,2.3,0.7,0.2,0.8,0.4,0.6,5.0,2.0,1.8
1.8,1.0,2.6,0.8,0.0,0.6909830056250525,100.0,0,1.4,1.6,1.2,0.2,-0.25,0.4672514169971265,100.0,0,W,2.0,1.0,1,7,1,L,1.0,4.0,0,6,-1,3,107,58,top_4,4,4,86,17,top_4,4,2,3.0,3.0,0.40000000000000013,0.6000000000000001,1.4000000000000001,0.0,1,1,21,41,0.9,0.85,11,2,0,2024-25,1.9,0.6,2.5,0.8,0.2,0.8,0.8,0.2,5.0,2.4,1.8,1.7,1.5,1.8,0.5,0.2,0.8,0.4,0.6,4.0,2.0,2.0
