fpl_id,player_name,full_name,team_code,status,news,chance_of_playing_next_round
506,Murillo,Murillo Costa dos Santos,17,a,,100.0
507,Aina,Ola Aina,17,d,Lack of match fitness - 25% chance of playing,25.0
509,David Carmo,David Mota Veiga Teixeira do Carmo,17,u,has joined Real Oviedo on loan for the rest of the season.,0.0
512,O.Richards,Omar Richards,17,u,has joined Rio Ave on loan for the rest of the season.,0.0
514,Boly,Willy Boly,17,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
515,Gibbs-White,Morgan Gibbs-White,17,a,,100.0
516,Hudson-Odoi,Callum Hudson-Odoi,17,a,,100.0
518,Jota,João Pedro Ferreira da Silva,17,u,has joined Besiktas on loan for the rest of the season.,0.0
519,Dominguez,Nicolás Domínguez,17,a,,100.0
520,O'Brien,Lewis O'Brien,17,u,Has joined Wrexham permanently.,0.0
521,Sangaré,Ibrahim Sangaré,17,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
522,Yates,Ryan Yates,17,i,Hamstring injury - Expected back 17 Jan,0.0
523,Da Silva Moreira,Eric da Silva Moreira,17,u,has joined Rio Ave on loan for the rest of the season.,0.0
524,Stamenic,Marko Stamenić,17,u,Has joined Swansea City permanently.,0.0
525,Wood,Chris Wood,17,i,Knee injury - Unknown return date,0.0
527,Awoniyi,Taiwo Awoniyi,17,a,,100.0
669,Ndoye,Dan Ndoye,17,i,Knock - Unknown return date,0.0
675,Gunn,Angus Gunn,17,a,,100.0
699,Douglas Luiz,Douglas Luiz Soares de Paulo,17,a,,100.0
729,Cuiabano,Luis Eduardo Soares da Silva,17,u,has joined Botafogo on loan for the rest of the season.,0.0
734,Bakwa,Dilane Bakwa,17,a,,100.0
531,Ballard,Daniel Ballard,56,a,,100.0
533,Alese,Aji Alese,56,i,Shoulder injury - Unknown return date,0.0
535,Cirkin,Dennis Cirkin,56,a,,100.0
536,Hjelde,Leo Fuhr Hjelde,56,a,,100.0
537,Huggins,Niall Huggins,56,u,has joined Wycombe Wanderers on loan for the rest of the season.,0.0
539,O'Nien,Luke O'Nien,56,s,Suspended until 01 Jan,0.0
541,Reinildo,Reinildo Mandava,56,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
542,Seelt,Jenson Seelt,56,u,has joined Wolfsburg on loan for the rest of the season.,0.0
544,Diarra,Habib Diarra,56,i,International Duty - Unknown return date,0.0
545,Roberts,Patrick Roberts,56,u,has joined Birmingham City on loan for the rest of the season.,0.0
546,Aleksić,Milan Aleksić,56,u,has joined Cracovia on loan for the rest of the season.,0.0
547,E.Le Fée,Enzo Le Fée,56,a,,100.0
548,Mundle,Romaine Mundle,56,a,,100.0
552,Sadiki,Noah Sadiki,56,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
553,Talbi,Chemsdine Talbi,56,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
555,Browne,Alan Browne,56,u,has joined Middlesbrough on loan for the rest of the season.,0.0
556,Ekwah,Pierre Ekwah Elimby,56,u,Has joined AS Saint-Etienne permanently.,0.0
559,Triantis,Nectarios Triantis,56,u,has joined Minnesota United permanently.,0.0
563,Luís Hemir,Luís Hemir Silva Semedo,56,u,has joined Moreirense on loan for the rest of the season.,0.0
564,Rusyn,Nazarii Rusyn,56,u,has joined Arka on loan for the rest of the season.,0.0
678,Masuaku,Arthur Masuaku,56,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
683,Alderete,Omar Alderete,56,a,,100.0
735,Traoré,Bertrand Traoré,56,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
569,Romero,Cristian Romero,6,s,Suspended until 01 Jan,0.0
571,Davies,Ben Davies,6,a,,100.0
572,Dragusin,Radu Drăgușin,6,a,,100.0
574,Udogie,Destiny Udogie,6,i,Hamstring injury - Expected back 17 Jan,0.0
576,Phillips,Ashley Phillips,6,u,Has joined Stoke City on loan for the rest of the season.,0.0
577,Takai,Takai Kōta,6,d,Lack of match fitness - 75% chance of playing,75.0
578,Vuskovic,Luka Vušković,6,u,has joined Hamburger SV on loan for the rest of the season.,0.0
579,Son,Son Heung-min,6,u,Has joined Los Angeles FC permanently.,0.0
581,Maddison,James Maddison,6,i,Anterior cruciate ligament - Unknown return date,0.0
582,Kudus,Mohammed Kudus,6,a,,100.0
583,Kulusevski,Dejan Kulusevski,6,i,Knee injury - Unknown return date,0.0
586,Bergvall,Lucas Bergvall,6,a,,100.0
587,Bissouma,Yves Bissouma,6,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
588,Odobert,Wilson Odobert,6,a,,100.0
589,Solomon,Manor Solomon,6,u,has joined Villarreal CF on loan for the rest of the season.,0.0
590,Bryan,Bryan Gil Salvatierra,6,u,has joined Girona permanently.,0.0
591,Gray,Archie Gray,6,a,,100.0
592,Moore,Mikey Moore,6,u,Has joined Rangers on loan for the rest of the season.,0.0
593,P.M.Sarr,Pape Matar Sarr,6,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
594,Min-hyeok,Yang Min-hyeok,6,u,Has joined Portsmouth on loan for the rest of the season.,0.0
596,Solanke,Dominic Solanke-Mitchell,6,i,Ankle injury - Unknown return date,0.0
598,Lankshear,Will Lankshear,6,u,Has joined Oxford United on loan for the rest of the season.,0.0
717,Xavi,Xavi Simons,6,s,Suspended until 07 Jan,0.0
726,Kolo Muani,Randal Kolo Muani,6,a,,100.0
149,Igor,Igor Julio dos Santos de Paulo,21,a,,100.0
601,Foderingham,Wes Foderingham,21,u,has joined Aris Limassol permanently.,0.0
603,Diouf,El Hadji Malick Diouf,21,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
604,Emerson,Emerson Palmieri dos Santos,21,u,has joined Marseille permanently.,0.0
606,Mavropanos,Konstantinos Mavropanos,21,a,,100.0
607,N.Aguerd,Nayef Aguerd,21,u,has joined Marseille permanently.,0.0
608,Scarles,Ollie Scarles,21,d,Knock - 75% chance of playing,75.0
610,Wan-Bissaka,Aaron Wan-Bissaka,21,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
611,Casey,Kaelan Casey,21,u,Has joined Swansea City on loan for the rest of the season.,0.0
612,L.Paquetá,Lucas Tolentino Coelho de Lima,21,a,,100.0
613,Souček,Tomáš Souček,21,a,,100.0
615,Summerville,Crysencio Summerville,21,a,,100.0
616,Álvarez,Edson Álvarez Velázquez,21,u,Has joined Fenerbahçe on loan for the rest of the season.,0.0
617,Cornet,Maxwel Cornet,21,u,has joined Genoa on loan for the rest of the season.,0.0
619,L.Guilherme,Luis Guilherme Lira dos Santos,21,a,,100.0
620,Earthy,George Earthy,21,a,,100.0
622,Orford,Lewis Orford,21,u,has joined Stevenage on loan for the rest of the season.,0.0
623,Potts,Freddie Potts,21,a,,100.0
625,Füllkrug,Niclas Füllkrug,21,a,,100.0
738,Fabianski,Lukasz Fabianski,21,a,,100.0
629,Bentley,Daniel Bentley,39,i,Ankle injury - Unknown return date,0.0
631,Agbadou,Emmanuel Agbadou,39,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
632,Doherty,Matt Doherty,39,a,,100.0
633,H.Bueno,Hugo Bueno López,39,d,Knock - 75% chance of playing,75.0
634,Mosquera,Yerson Mosquera Valdelamar,39,a,,100.0
635,R.Gomes,Rodrigo Martins Gomes,39,i,Groin Injury - Expected back 17 Jan,0.0
637,Toti,Toti Gomes,39,i,Hamstring injury - Unknown return date,0.0
638,Hoever,Ki-Jana Hoever,39,a,,100.0
639,Meupiyou,Bastien Meupiyou Menadjou,39,u,On loan to FC Alverca,0.0
640,Pedro Lima,Pedro Cardoso de Lima,39,u,has joined Porto on loan for the rest of the season.,0.0
642,Hee Chan,Hwang Hee-chan,39,a,,100.0
643,André,André Trindade da Costa Neto,39,a,,100.0
644,Bellegarde,Jean-Ricner Bellegarde,39,i,Hamstring injury - Expected back 24 Jan,0.0
645,Fer López,Fer López González,39,a,,100.0
646,Gomes,João Victor Gomes da Silva,39,a,,100.0
647,Guedes,Gonçalo Manuel Ganchinho Guedes,39,u,Has joined Real Sociedad permanently.,0.0
648,Munetsi,Marshall Munetsi,39,i,Calf injury - Expected back 18 Jan,0.0
649,B.Traore,Boubacar Traoré,39,u,Has joined FC Metz on loan for the rest of the season.,0.0
650,Chirewa,Tawanda Chirewa,39,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0
653,Hodge,Joe Hodge,39,u,Signed by CD Tondela,0.0
654,Strand Larsen,Jørgen Strand Larsen,39,a,,100.0
655,Fábio Silva,Fábio Soares Silva,39,u,has joined Borussia Dortmund permanently.,0.0
656,Kalajdžić,Saša Kalajdžić,39,u,has joined LASK on loan for the rest of the season.,0.0
657,Chiwome,Leon Chiwome,39,i,Knee injury - Unknown return date,0.0
709,Krejčí,Ladislav Krejcí,39,a,,100.0
