fpl_id,player_name,full_name,team_code,position,price,selected_by_percent,form,points_per_game,total_points,goals_scored,assists,clean_sheets,minutes,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,status,news,chance_of_playing_next_round,fpl_team_id,short_name,team_name
273,Wharton,Adam Wharton,31,3,5.0,0.9,3.8,3.7,55,0,3,5,1208,2,0,4,215.0,320.2,63.0,59.8,a,,100.0,,,
274,Agbinone,Asher Agbinone,31,3,4.3,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
275,Ahamada,Naouirou Ahamada,31,3,4.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
276,Devenny,Justin Devenny,31,3,4.3,1.4,1.5,1.5,19,1,0,0,211,0,0,0,51.0,32.5,99.0,18.3,a,,100.0,,,
277,Ebiowei,Malcolm Ebiowei,31,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Blackpool permanently.,0.0,,,
278,J.Rak-Sakyi,Jesurun Rak-Sakyi,31,3,4.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Caykur Rizespor on loan for the rest of the season.,0.0,,,
279,M.França,Matheus França de Oliveira,31,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined CR Vasco da Gama on loan for the rest of the season.,0.0,,,
280,Ozoh,David Ozoh,31,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Derby County on loan for the rest of the season.,0.0,,,
281,Rodney,Kaden Rodney,31,3,4.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
282,Umeh,Franco Umeh-Chibueze,31,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Portsmouth permanently.,0.0,,,
283,Mateta,Jean-Philippe Mateta,31,4,7.7,13.1,2.3,3.8,65,7,0,7,1374,2,0,6,340.4,96.4,541.0,97.7,a,,100.0,,,
284,Nketiah,Eddie Nketiah,31,4,5.4,0.6,2.2,2.0,22,2,0,0,382,2,0,3,118.8,82.5,167.0,36.9,d,Knock - 75% chance of playing,75.0,,,
285,Édouard,Odsonne Édouard,31,4,5.0,0.2,0.0,1.0,1,0,0,0,2,0,0,0,2.0,0.0,0.0,0.2,u,has joined RC Lens permanently.,0.0,,,
286,Marsh,Zach Marsh,31,4,4.5,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
690,Cardines,Rio Cardines,31,3,4.4,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,Groin Injury - Expected back 25 Jan,0.0,,,
712,Yeremy,Yéremy Pino Santos,31,3,5.8,0.3,2.3,2.5,37,1,1,5,1014,3,0,1,161.2,319.6,198.0,67.6,a,,100.0,,,
723,Canvot,Jaydee Canvot,31,2,4.5,0.0,0.3,2.8,14,0,0,1,113,0,0,2,36.8,1.3,8.0,4.7,a,,100.0,,,
732,Uche,Christantus Uche,31,4,5.5,0.0,1.2,1.4,10,0,1,0,70,0,0,0,8.2,3.0,48.0,5.8,a,,,,,
762,Drakes-Thomas,Joél Drakes-Thomas,31,3,4.5,0.0,0.5,1.0,1,0,0,0,4,0,0,0,0.4,0.5,0.0,0.1,a,,,,,
242,Dewsbury-Hall,Kiernan Dewsbury-Hall,11,3,5.0,5.1,4.5,5.0,75,4,3,6,1257,5,0,10,286.8,315.4,189.0,79.1,d,Hamstring injury - 25% chance of playing,25.0,11.0,LEE,Leeds United FC
287,Pickford,Jordan Pickford,11,1,5.5,11.0,3.0,4.1,70,0,0,6,1530,0,0,6,407.8,0.1,0.0,40.6,a,,,11.0,LEE,Leeds United FC
288,Travers,Mark Travers,11,1,4.3,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,11.0,LEE,Leeds United FC
289,Tyrer,Harry Tyrer,11,1,3.9,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,11.0,LEE,Leeds United FC
290,Branthwaite,Jarrad Branthwaite,11,2,5.3,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,Hamstring injury - Expected back 18 Jan,0.0,11.0,LEE,Leeds United FC
291,Tarkowski,James Tarkowski,11,2,5.5,7.9,4.3,4.5,77,0,1,6,1530,4,0,5,420.6,135.5,96.0,65.4,a,,,11.0,LEE,Leeds United FC
292,Mykolenko,Vitalii Mykolenko,11,2,4.9,0.5,2.3,2.9,40,0,0,4,1255,4,0,1,212.6,110.0,34.0,35.6,a,,100.0,11.0,LEE,Leeds United FC
293,O'Brien,Jake O'Brien,11,2,4.9,0.4,2.8,3.0,51,0,1,5,1398,1,0,1,227.6,138.4,71.0,43.9,a,,,11.0,LEE,Leeds United FC
294,Coleman,Séamus Coleman,11,2,4.2,0.1,0.0,1.0,3,0,0,0,11,0,0,0,0.0,0.1,0.0,0.0,i,Hamstring injury - Unknown return date,0.0,11.0,LEE,Leeds United FC
295,Keane,Michael Keane,11,2,4.7,5.2,2.7,5.1,81,2,0,5,1414,0,0,6,418.4,24.5,131.0,57.3,a,,100.0,11.0,LEE,Leeds United FC
296,Patterson,Nathan Patterson,11,2,4.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,100.0,11.0,LEE,Leeds United FC
297,Dixon,Roman Dixon,11,2,3.8,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,11.0,LEE,Leeds United FC
298,Welch,Reece Welch,11,2,3.8,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,11.0,LEE,Leeds United FC
299,Ndiaye,Iliman Ndiaye,11,3,6.2,3.9,2.5,4.6,73,4,2,6,1343,2,0,3,341.0,240.2,294.0,87.6,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0,11.0,LEE,Leeds United FC
300,McNeil,Dwight McNeil,11,3,5.5,0.2,0.8,1.1,9,0,0,0,165,0,0,0,20.0,47.1,8.0,7.4,a,,,11.0,LEE,Leeds United FC
301,Alcaraz,Carlos Alcaraz Durán,11,3,5.2,0.1,2.2,1.6,22,0,1,2,588,3,0,0,65.4,129.2,116.0,31.1,a,,,11.0,LEE,Leeds United FC
302,Gana,Idrissa Gana Gueye,11,3,5.4,0.1,0.7,3.4,44,2,0,3,1051,0,1,3,198.6,112.5,112.0,42.3,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0,11.0,LEE,Leeds United FC
303,Garner,James Garner,11,3,5.0,0.7,2.7,3.8,64,1,2,6,1523,4,0,5,332.6,306.6,123.0,76.3,a,,,11.0,LEE,Leeds United FC
304,Iroegbunam,Tim Iroegbunam,11,3,4.8,0.0,1.7,2.2,29,0,2,5,577,5,0,0,96.8,28.5,14.0,13.9,a,,100.0,11.0,LEE,Leeds United FC
305,Armstrong,Harrison Armstrong,11,3,4.5,0.0,0.0,1.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,u,has joined Preston North End on loan for the rest of the season.,0.0,11.0,LEE,Leeds United FC
306,Bates,Callum Bates,11,3,4.3,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,11.0,LEE,Leeds United FC
307,Ebere,Coby Ebere,11,3,4.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,11.0,LEE,Leeds United FC
308,Heath,Isaac Heath,11,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Accrington on loan for the rest of the season.,0.0,11.0,LEE,Leeds United FC
309,Metcalfe,Jenson Metcalfe,11,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Bradford City permanently.,0.0,11.0,LEE,Leeds United FC
310,Barry,Thierno Barry,11,4,5.7,0.4,2.2,1.6,27,1,0,5,818,2,0,0,47.0,85.5,157.0,27.4,a,,,11.0,LEE,Leeds United FC
311,Beto,Norberto Bercique Gomes Betuncal,11,4,5.0,2.5,0.8,1.6,27,1,0,1,702,1,0,1,92.6,49.1,237.0,36.4,a,,,11.0,LEE,Leeds United FC
312,Y.Chermiti,Youssef Ramalho Chermiti,11,4,4.9,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Rangers permanently.,0.0,11.0,LEE,Leeds United FC
313,Sherif,Martin Sherif,11,4,4.4,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Rotherham United on loan for the rest of the season.,0.0,11.0,LEE,Leeds United FC
419,Grealish,Jack Grealish,11,3,6.5,10.8,3.3,4.1,66,2,4,6,1340,3,0,10,307.4,412.0,338.0,105.7,a,,100.0,11.0,LEE,Leeds United FC
630,King,Tom King,11,1,3.9,1.4,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,11.0,LEE,Leeds United FC
667,Aznou,Adam Aznou,11,2,4.2,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,100.0,11.0,LEE,Leeds United FC
704,Onyango,Tyler Onyango,11,3,4.5,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Stockport County on loan for the rest of the season.,0.0,11.0,LEE,Leeds United FC
705,Campbell,Elijah Campbell,11,2,3.9,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,11.0,LEE,Leeds United FC
707,Dibling,Tyler Dibling,11,3,5.3,0.0,0.7,0.9,7,0,0,0,97,1,0,0,18.0,14.8,6.0,3.7,a,,,11.0,LEE,Leeds United FC
728,Röhl,Merlin Röhl,11,3,5.0,0.0,0.2,1.0,5,0,0,0,106,0,0,0,11.4,13.6,11.0,3.6,a,,100.0,11.0,LEE,Leeds United FC
314,Leno,Bernd Leno,54,1,4.9,1.8,2.2,3.1,52,0,0,4,1530,3,0,3,385.8,0.0,0.0,38.5,a,,,,,
315,Benda,Steven Benda,54,1,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Millwall on loan for the rest of the season.,0.0,,,
316,Robinson,Antonee Robinson,54,2,4.9,0.6,2.2,3.2,16,0,0,1,241,0,0,2,67.2,58.1,18.0,14.4,a,,100.0,,,
317,Andersen,Joachim Andersen,54,2,4.6,6.7,2.3,3.9,63,0,0,4,1391,2,0,4,399.6,67.5,62.0,52.9,a,,100.0,,,
318,Bassey,Calvin Bassey,54,2,4.5,0.4,3.0,3.4,55,1,0,3,1358,3,0,6,335.2,74.1,54.0,46.5,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0,,,
319,Castagne,Timothy Castagne,54,2,4.3,0.1,1.0,1.4,17,0,1,0,537,0,0,0,96.2,72.5,41.0,21.0,a,,,,,
320,Diop,Issa Diop,54,2,4.3,0.1,0.2,1.2,5,0,0,0,228,1,0,0,34.6,1.7,4.0,4.1,a,,,,,
321,J.Cuenca,Jorge Cuenca Barreno,54,2,4.3,0.0,0.8,3.0,12,0,0,1,258,1,0,0,67.6,15.3,6.0,8.9,a,,,,,
322,Tete,Kenny Tete,54,2,4.5,1.0,4.3,4.1,58,1,0,4,1215,2,0,5,307.8,125.7,69.0,50.3,a,,100.0,,,
323,Amissah,Samuel Amissah,54,2,3.8,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
324,Iwobi,Alex Iwobi,54,3,6.3,0.8,2.2,3.5,56,2,2,3,1329,2,0,5,264.8,361.1,146.0,77.3,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0,,,
325,Smith Rowe,Emile Smith Rowe,54,3,5.6,1.0,3.5,2.2,38,3,0,1,576,0,0,1,148.6,101.1,187.0,43.6,a,,100.0,,,
326,Adama,Adama Traoré Diarra,54,3,5.1,0.1,0.5,1.2,14,0,0,0,250,0,0,0,20.2,61.2,55.0,13.3,a,,,,,
327,Andreas,Andreas Hoelgebaum Pereira,54,3,5.3,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Palmeiras permanently.,0.0,,,
328,Sessegnon,Ryan Sessegnon,54,3,5.4,0.2,1.0,4.3,56,2,2,3,1106,0,0,5,246.2,106.7,122.0,47.4,i,Hamstring injury - Unknown return date,0.0,,,
329,Wilson,Harry Wilson,54,3,5.8,18.7,7.3,5.0,80,5,5,4,1149,3,0,11,322.8,245.6,249.0,81.5,d,Knock - 75% chance of playing,75.0,,,
330,Berge,Sander Berge,54,3,4.9,0.1,1.3,2.2,38,0,1,4,1458,3,0,0,202.6,193.0,42.0,43.9,a,,,,,
331,Cairney,Tom Cairney,54,3,4.8,0.0,0.3,1.1,10,0,0,0,222,1,0,0,17.2,41.2,23.0,8.3,a,,100.0,,,
332,Lukić,Saša Lukić,54,3,4.9,0.1,1.5,2.6,36,1,2,2,859,5,0,2,179.2,276.9,75.0,53.0,a,,100.0,,,
333,Godo,Martial Godo,54,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Strasbourg permanently.,0.0,,,
334,Harris,Luke Harris,54,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Oxford United on loan for the rest of the season.,0.0,,,
335,King,Josh King,54,3,4.5,2.8,1.5,1.8,31,0,1,3,842,2,0,0,101.4,103.9,157.0,35.4,a,,,,,
336,Reed,Harrison Reed,54,3,4.3,0.3,0.0,1.0,1,0,0,0,1,0,0,0,0.2,0.1,0.0,0.0,a,,,,,
337,Raúl,Raúl Jiménez Rodríguez,54,4,6.3,2.4,2.5,2.9,46,3,3,3,954,3,0,2,180.2,112.0,277.0,56.4,a,,100.0,,,
338,Muniz,Rodrigo Muniz Carvalho,54,4,5.3,0.7,0.0,2.4,17,1,1,1,348,1,0,3,61.8,42.0,122.0,22.2,i,Hamstring injury - Expected back 01 Jan,0.0,,,
664,Lecomte,Benjamin Lecomte,54,1,3.9,0.7,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
727,Chukwueze,Samuel Chukwueze,54,3,5.3,0.2,4.0,3.9,35,2,4,0,393,0,0,1,170.6,140.8,124.0,43.6,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0,,,
731,Kevin,Kevin Santos Lopes de Macedo,54,3,5.8,0.1,1.5,1.7,22,0,1,3,493,1,0,0,98.8,137.4,127.0,36.2,a,,100.0,,,
737,Kusi-Asare,Jonah Kusi-Asare,54,4,4.5,0.1,0.3,1.0,3,0,0,0,23,0,0,0,1.2,11.1,8.0,2.1,a,,,,,
770,Ridgeon,Seth Ridgeon,54,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,,,
339,Meslier,Illan Meslier,2,1,4.2,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,2.0,AVL,Aston Villa FC
340,Cairns,Alex Cairns,2,1,3.9,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,2.0,AVL,Aston Villa FC
341,Darlow,Karl Darlow,2,1,3.9,2.1,0.0,2.0,10,0,0,0,450,0,0,0,105.0,0.0,0.0,10.5,a,,,2.0,AVL,Aston Villa FC
342,Bogle,Jayden Bogle,2,2,4.4,0.2,2.3,2.5,42,0,2,3,1483,4,0,0,199.6,137.4,101.0,43.9,a,,100.0,2.0,AVL,Aston Villa FC
343,Struijk,Pascal Struijk,2,2,4.3,0.3,2.2,2.5,38,0,0,2,1268,3,0,2,291.2,68.2,150.0,50.9,a,,100.0,2.0,AVL,Aston Villa FC
344,Bijol,Jaka Bijol,2,2,3.9,0.5,3.5,3.4,27,1,1,0,622,0,0,2,180.0,23.4,57.0,26.1,a,,100.0,2.0,AVL,Aston Villa FC
345,Bornauw,Sebastiaan Bornauw,2,2,3.8,0.1,0.3,1.0,2,0,0,0,2,0,0,0,0.2,0.1,0.0,0.0,a,,100.0,2.0,AVL,Aston Villa FC
346,Byram,Sam Byram,2,2,3.8,0.2,0.0,1.0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,0.0,a,,,2.0,AVL,Aston Villa FC
347,Gudmundsson,Gabriel Gudmundsson,2,2,3.8,3.8,1.5,2.2,37,0,0,2,1380,2,0,6,280.6,266.8,89.0,63.6,a,,100.0,2.0,AVL,Aston Villa FC
348,Rodon,Joe Rodon,2,2,4.0,5.3,1.2,3.3,56,2,0,2,1530,1,0,5,415.8,58.4,154.0,62.9,a,,100.0,2.0,AVL,Aston Villa FC
349,Schmidt,Isaac Schmidt,2,2,4.0,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Werder Bremen on loan for the rest of the season.,0.0,2.0,AVL,Aston Villa FC
350,Aaronson,Brenden Aaronson,2,3,5.4,0.1,2.0,3.4,55,1,5,3,907,1,0,3,190.4,177.5,225.0,59.3,a,,,2.0,AVL,Aston Villa FC
351,Gnonto,Wilfried Gnonto,2,3,5.2,0.1,1.7,1.8,16,0,2,1,301,2,0,0,52.4,72.8,27.0,15.3,a,,100.0,2.0,AVL,Aston Villa FC
352,Harrison,Jack Harrison,2,3,5.1,0.1,0.2,1.1,12,0,0,0,262,0,0,0,30.0,49.4,35.0,11.5,a,,100.0,2.0,AVL,Aston Villa FC
353,James,Daniel James,2,3,5.3,0.1,0.2,1.3,13,0,0,1,348,0,0,0,36.0,95.0,87.0,21.9,i,Hamstring injury - Expected back 07 Feb,0.0,2.0,AVL,Aston Villa FC
354,Ampadu,Ethan Ampadu,2,3,4.9,0.1,3.7,3.3,50,1,0,2,1319,4,0,3,245.8,132.1,45.0,42.4,a,,100.0,2.0,AVL,Aston Villa FC
355,Greenwood,Sam Greenwood,2,3,4.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Pogon Szczecin permanently.,0.0,2.0,AVL,Aston Villa FC
356,Gruev,Ilia Gruev,2,3,4.7,0.0,1.5,1.8,16,0,1,1,391,1,0,0,43.2,41.8,2.0,8.7,a,,,2.0,AVL,Aston Villa FC
357,Ramazani,Largie Ramazani,2,3,4.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Valencia on loan for the rest of the season.,0.0,2.0,AVL,Aston Villa FC
358,Tanaka,Tanaka Ao,2,3,4.8,0.3,3.7,2.6,37,2,0,2,633,1,0,2,123.2,99.4,70.0,29.2,a,,100.0,2.0,AVL,Aston Villa FC
359,Crew,Charlie Crew,2,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Doncaster Rovers on loan for the rest of the season.,0.0,2.0,AVL,Aston Villa FC
360,Gelhardt,Joe Gelhardt,2,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Hull City on loan for the rest of the season.,0.0,2.0,AVL,Aston Villa FC
361,Gyabi,Darko Gyabi,2,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Hull City permanently.,0.0,2.0,AVL,Aston Villa FC
362,Piroe,Joël Piroe,2,4,4.9,0.4,0.5,1.1,10,0,0,1,198,0,0,0,6.0,20.1,81.0,10.3,a,,100.0,2.0,AVL,Aston Villa FC
363,Bamford,Patrick Bamford,2,4,4.9,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has departed the club as a free agent.,0.0,2.0,AVL,Aston Villa FC
364,Mateo Joseph,Mateo Joseph Fernández-Regatillo,2,4,5.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined RCD Mallorca on loan for the rest of the season.,0.0,2.0,AVL,Aston Villa FC
365,Nmecha,Lukas Nmecha,2,4,5.0,0.5,1.0,2.6,37,4,0,1,489,0,0,4,156.2,29.7,217.0,40.3,d,Hamstring injury - 25% chance of playing,25.0,2.0,AVL,Aston Villa FC
493,Longstaff,Sean Longstaff,2,3,4.8,0.3,0.0,3.3,40,1,2,1,877,1,0,4,228.2,327.0,54.0,60.9,i,Calf injury - Expected back 07 Jan,0.0,2.0,AVL,Aston Villa FC
660,Stach,Anton Stach,2,3,4.9,2.8,4.7,4.8,72,3,5,2,1180,2,0,6,306.8,428.5,172.0,90.8,a,,100.0,2.0,AVL,Aston Villa FC
665,Perri,Lucas Estella Perri,2,1,4.5,0.2,1.7,2.3,28,0,0,2,1080,2,0,0,238.0,0.0,0.0,23.8,a,,100.0,2.0,AVL,Aston Villa FC
691,Calvert-Lewin,Dominic Calvert-Lewin,2,4,5.8,8.4,7.3,4.7,70,7,1,3,1029,0,0,13,274.2,155.5,480.0,90.3,a,,100.0,2.0,AVL,Aston Villa FC
698,Okafor,Noah Okafor,2,3,5.5,0.1,2.0,3.1,43,2,2,2,855,2,0,3,154.6,128.3,216.0,49.9,a,,100.0,2.0,AVL,Aston Villa FC
706,Justin,James Justin,2,2,3.9,0.2,0.7,0.9,8,0,0,0,159,1,0,0,37.0,1.9,4.0,4.3,a,,,2.0,AVL,Aston Villa FC
741,Gray,Harry Gray,2,4,4.5,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,100.0,2.0,AVL,Aston Villa FC
366,A.Becker,Alisson Becker,14,1,5.4,6.0,3.3,3.5,42,0,0,4,1080,0,0,3,215.6,0.1,0.0,21.5,a,,100.0,14.0,MUN,Manchester United FC
367,Mamardashvili,Giorgi Mamardashvili,14,1,4.2,0.6,0.0,3.8,19,0,0,1,450,0,0,0,140.0,0.0,0.0,13.9,a,,,14.0,MUN,Manchester United FC
368,Pécsi,Ármin Pécsi,14,1,3.9,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,14.0,MUN,Manchester United FC
369,Woodman,Freddie Woodman,14,1,3.9,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,14.0,MUN,Manchester United FC
370,Frimpong,Jeremie Frimpong,14,2,5.7,4.9,0.7,2.2,11,0,2,0,113,0,0,0,20.6,19.6,37.0,7.8,a,,100.0,14.0,MUN,Manchester United FC
371,Kerkez,Milos Kerkez,14,2,5.6,3.0,2.8,2.4,39,1,0,3,1119,3,0,1,234.8,190.5,82.0,50.8,a,,,14.0,MUN,Manchester United FC
372,Robertson,Andrew Robertson,14,2,5.8,1.0,0.8,1.5,17,0,0,1,416,0,0,2,95.4,136.1,49.0,28.1,a,,,14.0,MUN,Manchester United FC
373,Virgil,Virgil van Dijk,14,2,5.9,24.5,3.3,3.8,64,0,0,5,1530,3,0,4,495.4,93.0,118.0,70.5,a,,,14.0,MUN,Manchester United FC
374,Konaté,Ibrahima Konaté,14,2,5.4,3.6,3.8,3.6,62,0,0,5,1426,4,0,5,367.8,82.9,69.0,52.2,a,,100.0,14.0,MUN,Manchester United FC
375,Bradley,Conor Bradley,14,2,5.0,0.2,1.0,1.9,21,0,1,2,641,5,0,0,90.4,81.4,41.0,21.1,d,Knock - 50% chance of playing,50.0,14.0,MUN,Manchester United FC
376,Gomez,Joe Gomez,14,2,4.9,0.2,3.2,2.9,23,0,2,2,244,2,0,2,70.2,56.3,20.0,14.6,i,Muscle injury - Unknown return date,0.0,14.0,MUN,Manchester United FC
377,Tsimikas,Konstantinos Tsimikas,14,2,4.8,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined AS Roma on loan for the rest of the season.,0.0,14.0,MUN,Manchester United FC
378,Nallo,Amara Nallo,14,2,3.7,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,100.0,14.0,MUN,Manchester United FC
379,R.Williams,Rhys Williams,14,2,3.8,0.2,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,14.0,MUN,Manchester United FC
380,Ramsay,Calvin Ramsay,14,2,3.8,0.3,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,a,,,14.0,MUN,Manchester United FC
381,M.Salah,Mohamed Salah,14,3,14.0,15.0,1.3,4.6,64,4,3,4,1183,1,0,5,283.2,454.7,408.0,114.6,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,0.0,14.0,MUN,Manchester United FC
382,Wirtz,Florian Wirtz,14,3,8.1,9.5,4.3,2.8,45,0,2,5,1084,1,0,5,155.8,396.7,246.0,79.8,a,,100.0,14.0,MUN,Manchester United FC
383,Luis Díaz,Luis Díaz Marulanda,14,3,8.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Bayern Munch permanently.,0.0,14.0,MUN,Manchester United FC
384,Gakpo,Cody Gakpo,14,3,7.3,5.3,2.8,4.3,65,4,3,4,1136,0,0,5,270.0,366.5,365.0,100.3,d,Muscle injury - 50% chance of playing,50.0,14.0,MUN,Manchester United FC
385,Chiesa,Federico Chiesa,14,3,6.3,0.4,0.5,1.9,23,2,1,0,151,2,0,0,106.8,30.1,90.0,22.8,a,,100.0,14.0,MUN,Manchester United FC
386,Mac Allister,Alexis Mac Allister,14,3,6.2,1.5,1.7,2.3,37,0,2,4,1092,2,0,0,162.6,178.8,124.0,46.6,a,,100.0,14.0,MUN,Manchester United FC
387,Szoboszlai,Dominik Szoboszlai,14,3,6.6,4.4,2.8,3.7,63,2,1,5,1522,5,0,8,370.8,550.7,186.0,110.8,s,Suspended until 01 Jan,0.0,14.0,MUN,Manchester United FC
388,C.Jones,Curtis Jones,14,3,5.4,0.2,1.5,1.6,24,0,1,1,725,1,0,0,130.2,159.5,50.0,33.8,a,,100.0,14.0,MUN,Manchester United FC
390,Gravenberch,Ryan Gravenberch,14,3,5.7,5.5,3.3,4.9,73,3,3,5,1321,3,0,11,331.6,240.1,82.0,65.4,a,,100.0,14.0,MUN,Manchester United FC
392,Endo,Endo Wataru,14,3,4.9,0.1,0.2,1.4,7,0,1,0,43,1,0,0,31.2,11.1,0.0,4.2,i,Ankle injury - Unknown return date,0.0,14.0,MUN,Manchester United FC
393,Bajcetic,Stefan Bajčetić Maquieira,14,3,4.3,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,i,Hamstring injury - Unknown return date,0.0,14.0,MUN,Manchester United FC
394,McConnell,James McConnell,14,3,4.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,has joined Ajax on loan for the rest of the season.,0.0,14.0,MUN,Manchester United FC
395,Morton,Tyler Morton,14,3,4.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,u,Has joined Lyon permanently.,0.0,14.0,MUN,Manchester United FC
396,Nyoni,Trey Nyoni,14,3,4.3,0.4,0.2,1.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,a,,,14.0,MUN,Manchester United FC
