match_id,season,gameweek,match_date,home_team,away_team,home_score,away_score,home_goals,away_goals,status,result
20110042,2011-12,5,2011-09-17T00:00:00Z,Everton FC,Wigan Athletic FC,3,1,3,1,FINISHED,H
20110043,2011-12,5,2011-09-17T00:00:00Z,Swansea City AFC,West Bromwich Albion FC,3,0,3,0,FINISHED,H
20110044,2011-12,5,2011-09-17T00:00:00Z,Wolverhampton Wanderers FC,Queens Park Rangers FC,0,3,0,3,FINISHED,A
20110045,2011-12,5,2011-09-18T00:00:00Z,Tottenham Hotspur FC,Liverpool FC,4,0,4,0,FINISHED,H
20110046,2011-12,5,2011-09-18T00:00:00Z,Sunderland AFC,Stoke City FC,4,0,4,0,FINISHED,H
20110047,2011-12,5,2011-09-18T00:00:00Z,Fulham FC,Manchester City FC,2,2,2,2,FINISHED,D
20110048,2011-12,5,2011-09-18T00:00:00Z,Manchester United FC,Chelsea FC,3,1,3,1,FINISHED,H
20110049,2011-12,6,2011-09-24T00:00:00Z,Wigan Athletic FC,Tottenham Hotspur FC,1,2,1,2,FINISHED,A
20110050,2011-12,6,2011-09-24T00:00:00Z,Arsenal FC,Bolton Wanderers FC,3,0,3,0,FINISHED,H
20110051,2011-12,6,2011-09-24T00:00:00Z,Chelsea FC,Swansea City AFC,4,1,4,1,FINISHED,H
20110052,2011-12,6,2011-09-24T00:00:00Z,Liverpool FC,Wolverhampton Wanderers FC,2,1,2,1,FINISHED,H
20110053,2011-12,6,2011-09-24T00:00:00Z,Manchester City FC,Everton FC,2,0,2,0,FINISHED,H
20110054,2011-12,6,2011-09-24T00:00:00Z,Newcastle United FC,Blackburn Rovers FC,3,1,3,1,FINISHED,H
20110055,2011-12,6,2011-09-24T00:00:00Z,Stoke City FC,Manchester United FC,1,1,1,1,FINISHED,D
20110056,2011-12,6,2011-09-24T00:00:00Z,West Bromwich Albion FC,Fulham FC,0,0,0,0,FINISHED,D
20110057,2011-12,6,2011-09-25T00:00:00Z,Queens Park Rangers FC,Aston Villa FC,1,1,1,1,FINISHED,D
20110058,2011-12,7,2011-09-26T00:00:00Z,Norwich City FC,Sunderland AFC,2,1,2,1,FINISHED,H
20110059,2011-12,7,2011-10-01T00:00:00Z,Sunderland AFC,West Bromwich Albion FC,2,2,2,2,FINISHED,D
20110060,2011-12,7,2011-10-01T00:00:00Z,Manchester United FC,Norwich City FC,2,0,2,0,FINISHED,H
20110061,2011-12,7,2011-10-01T00:00:00Z,Aston Villa FC,Wigan Athletic FC,2,0,2,0,FINISHED,H
20110062,2011-12,7,2011-10-01T00:00:00Z,Blackburn Rovers FC,Manchester City FC,0,4,0,4,FINISHED,A
20110063,2011-12,7,2011-10-01T00:00:00Z,Wolverhampton Wanderers FC,Newcastle United FC,1,2,1,2,FINISHED,A
20110064,2011-12,7,2011-10-01T00:00:00Z,Everton FC,Liverpool FC,0,2,0,2,FINISHED,A
20110065,2011-12,7,2011-10-02T00:00:00Z,Swansea City AFC,Stoke City FC,2,0,2,0,FINISHED,H
20110066,2011-12,7,2011-10-02T00:00:00Z,Tottenham Hotspur FC,Arsenal FC,2,1,2,1,FINISHED,H
20110067,2011-12,7,2011-10-02T00:00:00Z,Bolton Wanderers FC,Chelsea FC,1,5,1,5,FINISHED,A
20110068,2011-12,7,2011-10-02T00:00:00Z,Fulham FC,Queens Park Rangers FC,6,0,6,0,FINISHED,H
20110069,2011-12,8,2011-10-15T00:00:00Z,Wigan Athletic FC,Bolton Wanderers FC,1,3,1,3,FINISHED,A
20110070,2011-12,8,2011-10-15T00:00:00Z,Stoke City FC,Fulham FC,2,0,2,0,FINISHED,H
20110071,2011-12,8,2011-10-15T00:00:00Z,Queens Park Rangers FC,Blackburn Rovers FC,1,1,1,1,FINISHED,D
20110072,2011-12,8,2011-10-15T00:00:00Z,Chelsea FC,Everton FC,3,1,3,1,FINISHED,H
20110073,2011-12,8,2011-10-15T00:00:00Z,Manchester City FC,Aston Villa FC,4,1,4,1,FINISHED,H
20110074,2011-12,8,2011-10-15T00:00:00Z,Liverpool FC,Manchester United FC,1,1,1,1,FINISHED,D
20110075,2011-12,8,2011-10-15T00:00:00Z,Norwich City FC,Swansea City AFC,3,1,3,1,FINISHED,H
20110076,2011-12,8,2011-10-16T00:00:00Z,Arsenal FC,Sunderland AFC,2,1,2,1,FINISHED,H
20110077,2011-12,8,2011-10-16T00:00:00Z,Newcastle United FC,Tottenham Hotspur FC,2,2,2,2,FINISHED,D
20110078,2011-12,8,2011-10-16T00:00:00Z,West Bromwich Albion FC,Wolverhampton Wanderers FC,2,0,2,0,FINISHED,H
20110079,2011-12,9,2011-10-22T00:00:00Z,Aston Villa FC,West Bromwich Albion FC,1,2,1,2,FINISHED,A
20110080,2011-12,9,2011-10-22T00:00:00Z,Bolton Wanderers FC,Sunderland AFC,0,2,0,2,FINISHED,A
20110081,2011-12,9,2011-10-22T00:00:00Z,Liverpool FC,Norwich City FC,1,1,1,1,FINISHED,D
20110082,2011-12,9,2011-10-22T00:00:00Z,Newcastle United FC,Wigan Athletic FC,1,0,1,0,FINISHED,H
20110083,2011-12,9,2011-10-22T00:00:00Z,Wolverhampton Wanderers FC,Swansea City AFC,2,2,2,2,FINISHED,D
20110084,2011-12,9,2011-10-23T00:00:00Z,Manchester United FC,Manchester City FC,1,6,1,6,FINISHED,A
20110085,2011-12,9,2011-10-23T00:00:00Z,Arsenal FC,Stoke City FC,3,1,3,1,FINISHED,H
20110086,2011-12,9,2011-10-23T00:00:00Z,Blackburn Rovers FC,Tottenham Hotspur FC,1,2,1,2,FINISHED,A
20110087,2011-12,9,2011-10-23T00:00:00Z,Fulham FC,Everton FC,1,3,1,3,FINISHED,A
20110088,2011-12,9,2011-10-23T00:00:00Z,Queens Park Rangers FC,Chelsea FC,1,0,1,0,FINISHED,H
20110089,2011-12,10,2011-10-29T00:00:00Z,Swansea City AFC,Bolton Wanderers FC,3,1,3,1,FINISHED,H
20110090,2011-12,10,2011-10-29T00:00:00Z,Wigan Athletic FC,Fulham FC,0,2,0,2,FINISHED,A
20110091,2011-12,10,2011-10-29T00:00:00Z,Sunderland AFC,Aston Villa FC,2,2,2,2,FINISHED,D
20110092,2011-12,10,2011-10-29T00:00:00Z,West Bromwich Albion FC,Liverpool FC,0,2,0,2,FINISHED,A
20110093,2011-12,10,2011-10-29T00:00:00Z,Manchester City FC,Wolverhampton Wanderers FC,3,1,3,1,FINISHED,H
20110094,2011-12,10,2011-10-29T00:00:00Z,Chelsea FC,Arsenal FC,3,5,3,5,FINISHED,A
20110095,2011-12,10,2011-10-29T00:00:00Z,Norwich City FC,Blackburn Rovers FC,3,3,3,3,FINISHED,D
20110096,2011-12,10,2011-10-29T00:00:00Z,Everton FC,Manchester United FC,0,1,0,1,FINISHED,A
20110097,2011-12,10,2011-10-30T00:00:00Z,Tottenham Hotspur FC,Queens Park Rangers FC,3,1,3,1,FINISHED,H
20110098,2011-12,11,2011-10-31T00:00:00Z,Stoke City FC,Newcastle United FC,1,3,1,3,FINISHED,A
20110099,2011-12,11,2011-11-05T00:00:00Z,Arsenal FC,West Bromwich Albion FC,3,0,3,0,FINISHED,H
20110100,2011-12,11,2011-11-05T00:00:00Z,Aston Villa FC,Norwich City FC,3,2,3,2,FINISHED,H
20110101,2011-12,11,2011-11-05T00:00:00Z,Blackburn Rovers FC,Chelsea FC,0,1,0,1,FINISHED,A
20110102,2011-12,11,2011-11-05T00:00:00Z,Liverpool FC,Swansea City AFC,0,0,0,0,FINISHED,D
20110103,2011-12,11,2011-11-05T00:00:00Z,Manchester United FC,Sunderland AFC,1,0,1,0,FINISHED,H
20110104,2011-12,11,2011-11-05T00:00:00Z,Newcastle United FC,Everton FC,2,1,2,1,FINISHED,H
20110105,2011-12,11,2011-11-05T00:00:00Z,Queens Park Rangers FC,Manchester City FC,2,3,2,3,FINISHED,A
20110106,2011-12,11,2011-11-06T00:00:00Z,Wolverhampton Wanderers FC,Wigan Athletic FC,3,1,3,1,FINISHED,H
20110107,2011-12,11,2011-11-06T00:00:00Z,Bolton Wanderers FC,Stoke City FC,5,0,5,0,FINISHED,H
20110108,2011-12,11,2011-11-06T00:00:00Z,Fulham FC,Tottenham Hotspur FC,1,3,1,3,FINISHED,A
20110109,2011-12,12,2011-11-19T00:00:00Z,West Bromwich Albion FC,Bolton Wanderers FC,2,1,2,1,FINISHED,H
20110110,2011-12,12,2011-11-19T00:00:00Z,Everton FC,Wolverhampton Wanderers FC,2,1,2,1,FINISHED,H
20110111,2011-12,12,2011-11-19T00:00:00Z,Manchester City FC,Newcastle United FC,3,1,3,1,FINISHED,H
20110112,2011-12,12,2011-11-19T00:00:00Z,Norwich City FC,Arsenal FC,1,2,1,2,FINISHED,A
20110113,2011-12,12,2011-11-19T00:00:00Z,Stoke City FC,Queens Park Rangers FC,2,3,2,3,FINISHED,A
20110114,2011-12,12,2011-11-19T00:00:00Z,Sunderland AFC,Fulham FC,0,0,0,0,FINISHED,D
20110115,2011-12,12,2011-11-19T00:00:00Z,Swansea City AFC,Manchester United FC,0,1,0,1,FINISHED,A
20110116,2011-12,12,2011-11-19T00:00:00Z,Wigan Athletic FC,Blackburn Rovers FC,3,3,3,3,FINISHED,D
20110117,2011-12,12,2011-11-20T00:00:00Z,Chelsea FC,Liverpool FC,1,2,1,2,FINISHED,A
20110118,2011-12,13,2011-11-21T00:00:00Z,Tottenham Hotspur FC,Aston Villa FC,2,0,2,0,FINISHED,H
20110119,2011-12,13,2011-11-26T00:00:00Z,Arsenal FC,Fulham FC,1,1,1,1,FINISHED,D
20110120,2011-12,13,2011-11-26T00:00:00Z,Bolton Wanderers FC,Everton FC,0,2,0,2,FINISHED,A
20110121,2011-12,13,2011-11-26T00:00:00Z,Chelsea FC,Wolverhampton Wanderers FC,3,0,3,0,FINISHED,H
20110122,2011-12,13,2011-11-26T00:00:00Z,Manchester United FC,Newcastle United FC,1,1,1,1,FINISHED,D
20110123,2011-12,13,2011-11-26T00:00:00Z,Norwich City FC,Queens Park Rangers FC,2,1,2,1,FINISHED,H
20110124,2011-12,13,2011-11-26T00:00:00Z,Stoke City FC,Blackburn Rovers FC,3,1,3,1,FINISHED,H
20110125,2011-12,13,2011-11-26T00:00:00Z,Sunderland AFC,Wigan Athletic FC,1,2,1,2,FINISHED,A
20110126,2011-12,13,2011-11-26T00:00:00Z,West Bromwich Albion FC,Tottenham Hotspur FC,1,3,1,3,FINISHED,A
20110127,2011-12,14,2011-11-27T00:00:00Z,Liverpool FC,Manchester City FC,1,1,1,1,FINISHED,D
20110128,2011-12,14,2011-11-27T00:00:00Z,Swansea City AFC,Aston Villa FC,0,0,0,0,FINISHED,D
20110129,2011-12,14,2011-12-03T00:00:00Z,Wigan Athletic FC,Arsenal FC,0,4,0,4,FINISHED,A
20110130,2011-12,14,2011-12-03T00:00:00Z,Tottenham Hotspur FC,Bolton Wanderers FC,3,0,3,0,FINISHED,H
20110131,2011-12,14,2011-12-03T00:00:00Z,Queens Park Rangers FC,West Bromwich Albion FC,1,1,1,1,FINISHED,D
20110132,2011-12,14,2011-12-03T00:00:00Z,Aston Villa FC,Manchester United FC,0,1,0,1,FINISHED,A
20110133,2011-12,14,2011-12-03T00:00:00Z,Manchester City FC,Norwich City FC,5,1,5,1,FINISHED,H
20110134,2011-12,14,2011-12-03T00:00:00Z,Blackburn Rovers FC,Swansea City AFC,4,2,4,2,FINISHED,H
20110135,2011-12,14,2011-12-03T00:00:00Z,Newcastle United FC,Chelsea FC,0,3,0,3,FINISHED,A
20110136,2011-12,15,2011-12-04T00:00:00Z,Everton FC,Stoke City FC,0,1,0,1,FINISHED,A
20110137,2011-12,15,2011-12-04T00:00:00Z,Wolverhampton Wanderers FC,Sunderland AFC,2,1,2,1,FINISHED,H
20110138,2011-12,15,2011-12-05T00:00:00Z,Fulham FC,Liverpool FC,1,0,1,0,FINISHED,H
20110139,2011-12,15,2011-12-10T00:00:00Z,Norwich City FC,Newcastle United FC,4,2,4,2,FINISHED,H
20110140,2011-12,15,2011-12-10T00:00:00Z,Swansea City AFC,Fulham FC,2,0,2,0,FINISHED,H
20110141,2011-12,15,2011-12-10T00:00:00Z,West Bromwich Albion FC,Wigan Athletic FC,1,2,1,2,FINISHED,A
20110142,2011-12,15,2011-12-10T00:00:00Z,Liverpool FC,Queens Park Rangers FC,1,0,1,0,FINISHED,H
20110143,2011-12,15,2011-12-10T00:00:00Z,Bolton Wanderers FC,Aston Villa FC,1,2,1,2,FINISHED,A
20110144,2011-12,15,2011-12-10T00:00:00Z,Arsenal FC,Everton FC,1,0,1,0,FINISHED,H
20110145,2011-12,15,2011-12-10T00:00:00Z,Manchester United FC,Wolverhampton Wanderers FC,4,1,4,1,FINISHED,H
20110146,2011-12,16,2011-12-11T00:00:00Z,Stoke City FC,Tottenham Hotspur FC,2,1,2,1,FINISHED,H
20110147,2011-12,16,2011-12-11T00:00:00Z,Sunderland AFC,Blackburn Rovers FC,2,1,2,1,FINISHED,H
20110148,2011-12,16,2011-12-12T00:00:00Z,Chelsea FC,Manchester City FC,2,1,2,1,FINISHED,H
20110149,2011-12,16,2011-12-17T00:00:00Z,Wolverhampton Wanderers FC,Stoke City FC,1,2,1,2,FINISHED,A
20110150,2011-12,16,2011-12-17T00:00:00Z,Newcastle United FC,Swansea City AFC,0,0,0,0,FINISHED,D
20110151,2011-12,16,2011-12-17T00:00:00Z,Wigan Athletic FC,Chelsea FC,1,1,1,1,FINISHED,D
20110152,2011-12,16,2011-12-17T00:00:00Z,Everton FC,Norwich City FC,1,1,1,1,FINISHED,D
20110153,2011-12,16,2011-12-17T00:00:00Z,Blackburn Rovers FC,West Bromwich Albion FC,1,2,1,2,FINISHED,A
20110154,2011-12,16,2011-12-17T00:00:00Z,Fulham FC,Bolton Wanderers FC,2,0,2,0,FINISHED,H
20110155,2011-12,17,2011-12-18T00:00:00Z,Aston Villa FC,Liverpool FC,0,2,0,2,FINISHED,A
20110156,2011-12,17,2011-12-18T00:00:00Z,Manchester City FC,Arsenal FC,1,0,1,0,FINISHED,H
20110157,2011-12,17,2011-12-18T00:00:00Z,Queens Park Rangers FC,Manchester United FC,0,2,0,2,FINISHED,A
20110158,2011-12,17,2011-12-18T00:00:00Z,Tottenham Hotspur FC,Sunderland AFC,1,0,1,0,FINISHED,H
20110159,2011-12,17,2011-12-20T00:00:00Z,Blackburn Rovers FC,Bolton Wanderers FC,1,2,1,2,FINISHED,A
20110160,2011-12,17,2011-12-20T00:00:00Z,Wolverhampton Wanderers FC,Norwich City FC,2,2,2,2,FINISHED,D
20110161,2011-12,17,2011-12-21T00:00:00Z,Newcastle United FC,West Bromwich Albion FC,2,3,2,3,FINISHED,A
20110162,2011-12,17,2011-12-21T00:00:00Z,Wigan Athletic FC,Liverpool FC,0,0,0,0,FINISHED,D
20110163,2011-12,17,2011-12-21T00:00:00Z,Manchester City FC,Stoke City FC,3,0,3,0,FINISHED,H
20110164,2011-12,17,2011-12-21T00:00:00Z,Queens Park Rangers FC,Sunderland AFC,2,3,2,3,FINISHED,A
20110165,2011-12,17,2011-12-21T00:00:00Z,Everton FC,Swansea City AFC,1,0,1,0,FINISHED,H
20110166,2011-12,17,2011-12-21T00:00:00Z,Aston Villa FC,Arsenal FC,1,2,1,2,FINISHED,A
20110167,2011-12,17,2011-12-21T00:00:00Z,Fulham FC,Manchester United FC,0,5,0,5,FINISHED,A
20110168,2011-12,18,2011-12-22T00:00:00Z,Tottenham Hotspur FC,Chelsea FC,1,1,1,1,FINISHED,D
20110169,2011-12,18,2011-12-26T00:00:00Z,Bolton Wanderers FC,Newcastle United FC,0,2,0,2,FINISHED,A
20110170,2011-12,18,2011-12-26T00:00:00Z,Chelsea FC,Fulham FC,1,1,1,1,FINISHED,D
20110171,2011-12,18,2011-12-26T00:00:00Z,Liverpool FC,Blackburn Rovers FC,1,1,1,1,FINISHED,D
20110172,2011-12,18,2011-12-26T00:00:00Z,Manchester United FC,Wigan Athletic FC,5,0,5,0,FINISHED,H
20110173,2011-12,18,2011-12-26T00:00:00Z,Stoke City FC,Aston Villa FC,0,0,0,0,FINISHED,D
20110174,2011-12,18,2011-12-26T00:00:00Z,Sunderland AFC,Everton FC,1,1,1,1,FINISHED,D
20110175,2011-12,18,2011-12-26T00:00:00Z,West Bromwich Albion FC,Manchester City FC,0,0,0,0,FINISHED,D
20110176,2011-12,18,2011-12-27T00:00:00Z,Swansea City AFC,Queens Park Rangers FC,1,1,1,1,FINISHED,D
20110177,2011-12,18,2011-12-27T00:00:00Z,Norwich City FC,Tottenham Hotspur FC,0,2,0,2,FINISHED,A
20110178,2011-12,18,2011-12-27T00:00:00Z,Arsenal FC,Wolverhampton Wanderers FC,1,1,1,1,FINISHED,D
20110179,2011-12,19,2011-12-30T00:00:00Z,Liverpool FC,Newcastle United FC,3,1,3,1,FINISHED,H
20110180,2011-12,19,2011-12-31T00:00:00Z,Arsenal FC,Queens Park Rangers FC,1,0,1,0,FINISHED,H
20110181,2011-12,19,2011-12-31T00:00:00Z,Bolton Wanderers FC,Wolverhampton Wanderers FC,1,1,1,1,FINISHED,D
20110182,2011-12,19,2011-12-31T00:00:00Z,Chelsea FC,Aston Villa FC,1,3,1,3,FINISHED,A
20110183,2011-12,19,2011-12-31T00:00:00Z,Manchester United FC,Blackburn Rovers FC,2,3,2,3,FINISHED,A
20110184,2011-12,19,2011-12-31T00:00:00Z,Norwich City FC,Fulham FC,1,1,1,1,FINISHED,D
20110185,2011-12,19,2011-12-31T00:00:00Z,Stoke City FC,Wigan Athletic FC,2,2,2,2,FINISHED,D
20110186,2011-12,19,2011-12-31T00:00:00Z,Swansea City AFC,Tottenham Hotspur FC,1,1,1,1,FINISHED,D
20110187,2011-12,19,2012-01-01T00:00:00Z,Sunderland AFC,Manchester City FC,1,0,1,0,FINISHED,H
20110188,2011-12,19,2012-01-01T00:00:00Z,West Bromwich Albion FC,Everton FC,0,1,0,1,FINISHED,A
20110189,2011-12,20,2012-01-02T00:00:00Z,Wolverhampton Wanderers FC,Chelsea FC,1,2,1,2,FINISHED,A
20110190,2011-12,20,2012-01-02T00:00:00Z,Queens Park Rangers FC,Norwich City FC,1,2,1,2,FINISHED,A
20110191,2011-12,20,2012-01-02T00:00:00Z,Aston Villa FC,Swansea City AFC,0,2,0,2,FINISHED,A
20110192,2011-12,20,2012-01-02T00:00:00Z,Blackburn Rovers FC,Stoke City FC,1,2,1,2,FINISHED,A
20110193,2011-12,20,2012-01-02T00:00:00Z,Fulham FC,Arsenal FC,2,1,2,1,FINISHED,H
20110194,2011-12,20,2012-01-03T00:00:00Z,Manchester City FC,Liverpool FC,3,0,3,0,FINISHED,H
20110195,2011-12,20,2012-01-03T00:00:00Z,Tottenham Hotspur FC,West Bromwich Albion FC,1,0,1,0,FINISHED,H
20110196,2011-12,20,2012-01-03T00:00:00Z,Wigan Athletic FC,Sunderland AFC,1,4,1,4,FINISHED,A
20110197,2011-12,20,2012-01-04T00:00:00Z,Everton FC,Bolton Wanderers FC,1,2,1,2,FINISHED,A
20110198,2011-12,20,2012-01-04T00:00:00Z,Newcastle United FC,Manchester United FC,3,0,3,0,FINISHED,H
20110199,2011-12,21,2012-01-11T00:00:00Z,Tottenham Hotspur FC,Everton FC,2,0,2,0,FINISHED,H
20110200,2011-12,21,2012-01-14T00:00:00Z,West Bromwich Albion FC,Norwich City FC,1,2,1,2,FINISHED,A
20110201,2011-12,21,2012-01-14T00:00:00Z,Tottenham Hotspur FC,Wolverhampton Wanderers FC,1,1,1,1,FINISHED,D
20110202,2011-12,21,2012-01-14T00:00:00Z,Manchester United FC,Bolton Wanderers FC,3,0,3,0,FINISHED,H
20110203,2011-12,21,2012-01-14T00:00:00Z,Chelsea FC,Sunderland AFC,1,0,1,0,FINISHED,H
20110204,2011-12,21,2012-01-14T00:00:00Z,Blackburn Rovers FC,Fulham FC,3,1,3,1,FINISHED,H
20110205,2011-12,21,2012-01-14T00:00:00Z,Aston Villa FC,Everton FC,1,1,1,1,FINISHED,D
20110206,2011-12,21,2012-01-14T00:00:00Z,Liverpool FC,Stoke City FC,0,0,0,0,FINISHED,D
20110207,2011-12,21,2012-01-15T00:00:00Z,Newcastle United FC,Queens Park Rangers FC,1,0,1,0,FINISHED,H
20110208,2011-12,21,2012-01-15T00:00:00Z,Swansea City AFC,Arsenal FC,3,2,3,2,FINISHED,H
20110209,2011-12,22,2012-01-16T00:00:00Z,Wigan Athletic FC,Manchester City FC,0,1,0,1,FINISHED,A
20110210,2011-12,22,2012-01-21T00:00:00Z,Sunderland AFC,Swansea City AFC,2,0,2,0,FINISHED,H
20110211,2011-12,22,2012-01-21T00:00:00Z,Wolverhampton Wanderers FC,Aston Villa FC,2,3,2,3,FINISHED,A
20110212,2011-12,22,2012-01-21T00:00:00Z,Queens Park Rangers FC,Wigan Athletic FC,3,1,3,1,FINISHED,H
20110213,2011-12,22,2012-01-21T00:00:00Z,Stoke City FC,West Bromwich Albion FC,1,2,1,2,FINISHED,A
20110214,2011-12,22,2012-01-21T00:00:00Z,Fulham FC,Newcastle United FC,5,2,5,2,FINISHED,H
20110215,2011-12,22,2012-01-21T00:00:00Z,Everton FC,Blackburn Rovers FC,1,1,1,1,FINISHED,D
20110216,2011-12,22,2012-01-21T00:00:00Z,Bolton Wanderers FC,Liverpool FC,3,1,3,1,FINISHED,H
20110217,2011-12,22,2012-01-21T00:00:00Z,Norwich City FC,Chelsea FC,0,0,0,0,FINISHED,D
20110218,2011-12,23,2012-01-22T00:00:00Z,Arsenal FC,Manchester United FC,1,2,1,2,FINISHED,A
20110219,2011-12,23,2012-01-22T00:00:00Z,Manchester City FC,Tottenham Hotspur FC,3,2,3,2,FINISHED,H
20110220,2011-12,23,2012-01-31T00:00:00Z,Everton FC,Manchester City FC,1,0,1,0,FINISHED,H
20110221,2011-12,23,2012-01-31T00:00:00Z,Manchester United FC,Stoke City FC,2,0,2,0,FINISHED,H
20110222,2011-12,23,2012-01-31T00:00:00Z,Swansea City AFC,Chelsea FC,1,1,1,1,FINISHED,D
20110223,2011-12,23,2012-01-31T00:00:00Z,Tottenham Hotspur FC,Wigan Athletic FC,3,1,3,1,FINISHED,H
20110224,2011-12,23,2012-01-31T00:00:00Z,Wolverhampton Wanderers FC,Liverpool FC,0,3,0,3,FINISHED,A
20110225,2011-12,23,2012-02-01T00:00:00Z,Sunderland AFC,Norwich City FC,3,0,3,0,FINISHED,H
20110226,2011-12,23,2012-02-01T00:00:00Z,Fulham FC,West Bromwich Albion FC,1,1,1,1,FINISHED,D
